Dialog_ID,Type,Actor,Text,Label
hit:1432_conv:2865,utterance,speaker,She is! I don't know how she keeps such a good attitude. She sees so much abuse and the AC doesn't even care. She holds dying animals. She is truly a good person! She is so nice to everyone.,caring
hit:1432_conv:2865,utterance,listener,She sounds wonderful. I'd definitely want to be friends with someone like that.,acknowledging
hit:9972_conv:19945,situation,none,I went to a new store to check it out. I was really pleased with what I saw.,impressed
hit:9972_conv:19945,utterance,speaker,I went to a new store to check it out. I was really pleased with what I saw.,impressed
hit:9972_conv:19945,utterance,listener,Oh nice. What type of stuff does the store sell?,questioning
hit:9972_conv:19945,utterance,speaker,"A variety of items. Everything was so neat and clean. They sold me on it, I will go back.",impressed
hit:9972_conv:19945,utterance,listener,That's cool. I like when stores are organized and not a chaotic mess!,acknowledging
hit:11890_conv:23780,situation,none,I am happy with myself for cleaning my entire house in one afternoon.,proud
hit:11890_conv:23780,utterance,speaker,I feel happy with myself right now.,proud
hit:11890_conv:23780,utterance,listener,"that's nice, wanna share this wonderful experience with me?",questioning
hit:11890_conv:23780,utterance,speaker,"Sure, it was just that I managed to clean my entire house this morning in just a few hours. I defied my own expectations.",impressed
hit:11890_conv:23780,utterance,listener,wow! that is such a wonderful thing to do indeed! i am proud of you,acknowledging
hit:7133_conv:14266,situation,none,My niece was able to ride her new bike without having to use training wheels. She made a big impact on me.,impressed
hit:7133_conv:14266,utterance,speaker,My niece was able to ride her new bike without having to use training wheels. She made a big impact on me.,impressed
hit:7133_conv:14266,utterance,listener,That's great. How old is she?,questioning
hit:7133_conv:14266,utterance,speaker,She is five and amazing.,proud
hit:7133_conv:14266,utterance,listener,Lol. Do you see a lot of her?,questioning
hit:7711_conv:15422,situation,none,My new Tesla drove 4 miles on autopilot.,impressed
hit:7711_conv:15422,utterance,speaker,My new Tesla drove 4 miles on autopilot by itself!,impressed
hit:7711_conv:15422,utterance,listener,Wow thats amazing. You must be excited and full of joy!,acknowledging
hit:7711_conv:15422,utterance,speaker,"I agree, and I am so impressed by all this new technology.",agreeing
hit:7711_conv:15422,utterance,listener,I can agree how you can feel amazed about. Maybe I will get one so I can be amused just like you.,agreeing
hit:1105_conv:2210,situation,none,I am surprise about the economy nowadays.,impressed
hit:1105_conv:2210,utterance,speaker,I am surprise about the economy nowadays,impressed
hit:1105_conv:2210,utterance,listener,How come?,questioning
hit:1105_conv:2210,utterance,speaker,I tought Trump would break the economy,apprehensive
hit:1105_conv:2210,utterance,listener,"Ah yea, I guess he hasn't yet.",neutral
hit:5547_conv:11095,situation,none,MY boyfriend cooked me dinner the other day. I don't like people in my kitchen,grateful
hit:5547_conv:11095,utterance,speaker,My boyfriend cooked me dinner for the first time. I did not trust him in my kitchen,trusting
hit:5547_conv:11095,utterance,listener,Well that's fun!  Did he do a good job?,questioning
hit:5547_conv:11095,utterance,speaker,He did amazing. He made fish tacos and it was just like the ones we had in mexico,impressed
hit:5547_conv:11095,utterance,listener,Cool I'm glad it was a success.  I hope it reminded you of good times!,acknowledging
hit:5547_conv:11095,utterance,speaker,Sure did. I told him I wasnt cooking anymore lol,neutral
hit:6072_conv:12144,situation,none,My husband recently spent a year studying and taking the 4 exams for a CPA license.  He passed them all with flying colors.,impressed
hit:6072_conv:12144,utterance,speaker,My husband recently spent a year studying for the different parts of the CPA exam.,impressed
hit:6072_conv:12144,utterance,listener,What is the CPA exam?,questioning
hit:6072_conv:12144,utterance,speaker,Certified Public Accountant - he passed all 4 exams with flying colors!,proud
hit:6072_conv:12144,utterance,listener,I bet he must be extremely relieved and happy to have that exam behind him. Those exams can be extremely nerve wracking. Did he have longs periods of study time?,questioning
hit:177_conv:354,situation,none,"I asked my 7 year old what 12x12 was the other day, and he gave me the correct answer.",impressed
hit:177_conv:354,utterance,speaker,"So, I asked my 7 year old what 12x12 was the other day, and he gave me the correct answer without hesitation.",impressed
hit:177_conv:354,utterance,listener,"That's impressive, sounds like a smart young man.",acknowledging
hit:177_conv:354,utterance,speaker,"Thanks, I'm really proud of him. We homeschool so I guess I'm doing something right!",proud
hit:177_conv:354,utterance,listener,"Sounds like it, Good for you guys!",acknowledging
hit:1960_conv:3921,situation,none,I was amazed of the skill of an orchestra.,impressed
hit:1960_conv:3921,utterance,speaker,I was amazed at the orchestra I saw last week.,impressed
hit:1960_conv:3921,utterance,listener,what orchestra was it or where was it?,questioning
hit:1960_conv:3921,utterance,speaker,It was a classical orchestra at a theater in town.,impressed
hit:1960_conv:3921,utterance,listener,sounds very cool id love to go listen someday,acknowledging
hit:9932_conv:19865,situation,none,My friend got a full ride scholarship for overseas.,impressed
hit:9932_conv:19865,utterance,speaker,My friend got a full ride scholarship for overseas,impressed
hit:9932_conv:19865,utterance,listener,"Ooh, where are they going?",questioning
hit:9932_conv:19865,utterance,speaker,She's going to Britain!,excited
hit:9932_conv:19865,utterance,listener,"Wow, I have a friend that went there for school too!",agreeing
hit:8043_conv:16086,situation,none,I saw a guy convince someone to give them there phone,impressed
hit:8043_conv:16086,utterance,speaker,I saw a guy convince someone to give them there phone,impressed
hit:8043_conv:16086,utterance,listener,Mustve been some good convincing.  Was it a robbery?,questioning
hit:8043_conv:16086,utterance,speaker,nope i was very surprised by how good of a con man he was,impressed
hit:8043_conv:16086,utterance,listener,"Yea, my phone is pretty expensive.  Im not giving my phone to anybody",trusting
hit:3029_conv:6058,situation,none,I'm amazed at how fast and hard my boss can work for long periods of time!,impressed
hit:3029_conv:6058,utterance,speaker,I can't believe how much work my boss is able to do every day without getting tired out or slowing down!,impressed
hit:3029_conv:6058,utterance,listener,Some people have incredible energy and drive!,impressed
hit:3029_conv:6058,utterance,speaker,It's amazing to watch! It's one of the few occasions where you can just watch a person and understand WHY they have the position they're in!,impressed
hit:3029_conv:6058,utterance,listener,True! Often managers do not deserve that role. I am glad he does!,grateful
hit:6919_conv:13838,situation,none,My daughter got first place with her horse at the fair.,impressed
hit:6919_conv:13838,utterance,speaker,My daughter got first place with her horse at the fair.,impressed
hit:6919_conv:13838,utterance,listener,thats awesome! do you guys raise multiple horses?,questioning
hit:6919_conv:13838,utterance,speaker,Yes we do. She did so well.,agreeing
hit:6919_conv:13838,utterance,listener,i would love to be able to have horses,jealous
hit:2708_conv:5416,situation,none,watching America's Got Talent,impressed
hit:2708_conv:5416,utterance,speaker,My kids got me started watching the show America's Got Talent. It's really quite amazing how many talented people are out there!,impressed
hit:2708_conv:5416,utterance,listener,Oh yes. I love that show I can relate to real life families.,agreeing
hit:2708_conv:5416,utterance,speaker,"Same here! Have you seen the one guy with the family of adopted boys? What an amazing person, and a great talent!",impressed
hit:2708_conv:5416,utterance,listener,"Yes, I saw him. Very blessed and talented man.",impressed
hit:2162_conv:4325,situation,none,I met my kids teacher yesterday. She is young but very smart. I was kind of amazed.,impressed
hit:2162_conv:4325,utterance,speaker,I got to meet my kids teacher yesterday.,joyful
hit:2162_conv:4325,utterance,listener,Oh yeah? I bet that was exciting for both of you. Open house at their school?,questioning
hit:2162_conv:4325,utterance,speaker,Yep. I was surprised because she is so young but she seemed really accomplished.,impressed
hit:2162_conv:4325,utterance,listener,"I had an experience similar to that as well. Their teachers look like they should still be in High School. But, they are so eager to do well I get excited with my kids for the school year.",impressed
hit:2162_conv:4325,utterance,speaker,Thats exactly how I feel. Some teachers seems like they just want the check and wee all know teachers don't get paid much.,agreeing
hit:2162_conv:4325,utterance,listener,"Definatly. I would not want to do that job, with such alful pay unless I loved the work. Wouldn't be fair to anyone involved.",agreeing
hit:2162_conv:4325,utterance,speaker,That is so true. I think she is gonna do great though.,confident
hit:10448_conv:20897,situation,none,My wife has really stepped up her cooking lately. I'm eating so healthy these days and the weight keeps dropping!,impressed
hit:10448_conv:20897,utterance,speaker,My wife's cooking is amazing these days. She has really come a long way from when we first met.,impressed
hit:10448_conv:20897,utterance,listener,That's wonderful!  It's a lot of work learning to cook.,acknowledging
hit:10448_conv:20897,utterance,speaker,I can only grill food on a barbecue pit. She has learned how to create new dishes I have never even thought possible.,impressed
hit:10448_conv:20897,utterance,listener,Grilling is a skill too!  Sounds like she is really enjoying cooking.  It's really an artform,acknowledging
hit:4427_conv:8854,situation,none,I once saw the music sheet of the best clarinet player in our band. There were markers all over it and it showed how much she practiced.,impressed
hit:4427_conv:8854,utterance,speaker,I once saw the music sheet of the best clarinet player in my high-school band.,impressed
hit:4427_conv:8854,utterance,listener,"Oh that really cool.. I bet it was really complicated, huh?",acknowledging
hit:4427_conv:8854,utterance,speaker,Exactly. There were marks all over it and it showed how much she practiced.,agreeing
hit:4427_conv:8854,utterance,listener,It is always awesome to see a genius at work. a glimpse into their passion,impressed
hit:10015_conv:20031,situation,none,My little child is dancing now. I'm amazing about her talent.,impressed
hit:10015_conv:20031,utterance,speaker,My little child is dancing now.,proud
hit:10015_conv:20031,utterance,listener,How sweet that is. Enjoy all these little moments. Snap a picture if you can to remember it.,sentimental
hit:10015_conv:20031,utterance,speaker,"Yeah, I'm doing. I just amazed with her dance.",impressed
hit:10015_conv:20031,utterance,listener,I wish I could see her doing it. Who knows maybe you have a future ballerina on your hands.,jealous
hit:8806_conv:17613,situation,none,i loved taking care of my sisters pet,caring
hit:8806_conv:17613,utterance,speaker,i loved taking care of my sisters pet,caring
hit:8806_conv:17613,utterance,listener,Neat! What kind of pet does your sister have?,questioning
hit:8806_conv:17613,utterance,speaker,a bearded dragon,terrified
hit:8806_conv:17613,utterance,listener,That is so cool! What do you feed it?,questioning
hit:9304_conv:18609,situation,none,I watched a man eat a 5 pound ham.  I was very inspired by his act.,impressed
hit:9304_conv:18609,utterance,speaker,I watched a man eat a 5 pound ham.,impressed
hit:9304_conv:18609,utterance,listener,"oh my god, thats alot of ham, Did he throw it up after?",questioning
hit:9304_conv:18609,utterance,speaker,"No, he didn't.  I was very inspired by the act.",impressed
hit:9304_conv:18609,utterance,listener,"Thats a real eater right there, big belly.",impressed
hit:1988_conv:3976,situation,none,I went and saw a classical piano performance this weekend and could not believe how good it was.  It might have been on the best live performances I have ever seen,impressed
hit:1988_conv:3976,utterance,speaker,Last weekend I was dragged to a live piano performance at a local concert hall.  I came away thinking it might have been one of the best live shows I have ever seen!,impressed
hit:1988_conv:3976,utterance,listener,"That's great, from the sound of it, your probably thought it was going to be boring, huh?",acknowledging
hit:1988_conv:3976,utterance,speaker,"I did, but I was so enthralled by the entire thing.  The pianist was amazing!",impressed
hit:1988_conv:3976,utterance,listener,That must have been very entertaining to watch then. I'm glad you enjoyed it so much.,acknowledging
hit:1988_conv:3976,utterance,speaker,I would surely go to more concerts if they were like that!,surprised
hit:5191_conv:10383,situation,none,My son wiped himself for the first time today!,proud
hit:5191_conv:10383,utterance,speaker,My son wiped himself for the first time today!,proud
hit:5191_conv:10383,utterance,listener,"Wow, that's great! How old is he?",questioning
hit:5191_conv:10383,utterance,speaker,He is 4.  He seemed a bit young but my wife said give it a go and he did it.,proud
hit:5191_conv:10383,utterance,listener,"That's great, it can take awhile for boys to get the hang of it all.",acknowledging
hit:4368_conv:8736,situation,none,I remeber the time a buddy did a backflip in school,impressed
hit:4368_conv:8736,utterance,speaker,In front of everyone my friend jumped off the lunch table and did a backflip.,impressed
hit:4368_conv:8736,utterance,listener,"That's an interesting way to get attention. What spurred that on? Was it a dare, or was he just feeling wild?",questioning
hit:4368_conv:8736,utterance,speaker,He is a crazy guy.  he said watch this and just hoped up on the table.,terrified
hit:4368_conv:8736,utterance,listener,Interesting.. Did he get in trouble? Was this at a high school or something? And does he take gymnastics?! Back flips are hard!,questioning
hit:1228_conv:2457,situation,none,I am in awe when people turn their live's around for the better,impressed
hit:1228_conv:2457,utterance,speaker,I am in awe when people turn their live's around for the better,impressed
hit:1228_conv:2457,utterance,listener,Me too! I helped a guy with his immigration case and saved him from being deported. He ended up becoming a pastor.,agreeing
hit:1228_conv:2457,utterance,speaker,that is amazing and inspiring!,acknowledging
hit:1228_conv:2457,utterance,listener,He deserved it. He was fighting for his life.,devastated
hit:6866_conv:13732,situation,none,I saw a magician at a bar the other night. He was really good. Some of his tricks were i couldnt figure out at all,impressed
hit:6866_conv:13732,utterance,speaker,I am always amazed when people poses talent,impressed
hit:6866_conv:13732,utterance,listener,Yeah me too. Some people have some amazing talents.,agreeing
hit:6866_conv:13732,utterance,speaker,I was out to dinner the other night a I saw a magician do some amazing card tricks.  I couldnt figure them out and I was blown away,impressed
hit:6866_conv:13732,utterance,listener,Yeah magic is pretty great!,acknowledging
hit:2338_conv:4677,situation,none,I saw someone play an entire song by themself at a talent show once.,impressed
hit:2338_conv:4677,utterance,speaker,I saw someone play an entire song by themself at a talent show once.,impressed
hit:2338_conv:4677,utterance,listener,Oh nice. What instrument did they play?,questioning
hit:2338_conv:4677,utterance,speaker,They were singing and playing the drums and guitar at the same time.,impressed
hit:2338_conv:4677,utterance,listener,That's pretty amazing!,acknowledging
hit:1140_conv:2280,situation,none,I was watching a YouTube video yesterday of some Asian guy chopping down a full grown banana tree with just Muay Thai kicks...it was pretty awesome,impressed
hit:1140_conv:2280,utterance,speaker,I saw a video of an Asian guy chopping down a banana tree with leg kicks..it was pretty insane,impressed
hit:1140_conv:2280,utterance,listener,"That is really weird, did he actually knock the tree down and how thick was the tree?",questioning
hit:1140_conv:2280,utterance,speaker,It was a full grown banana tree.  Before that he was kicking steel street sign posts and bending them out of shape...then he moved onto the banana tree and cut through it like butter!,impressed
hit:1140_conv:2280,utterance,listener,I wonder how long it would take him to kick through a large and wide tree.,surprised
hit:5446_conv:10893,situation,none,I was surprised yesterday watching a little kid on Youtube at a shooting range.  He shot a .45 magnum at a bullseye 3 times with perfect form! It was cool,impressed
hit:5446_conv:10893,utterance,speaker,"I saw a little kid hit a bullseye at a shooting range with a .45 magnum.  He did it 3 times too, it was cool",impressed
hit:5446_conv:10893,utterance,listener,"That's impressive but, 45 mags are rare. are you sure it wasn't a 44 magnum?",questioning
hit:5446_conv:10893,utterance,speaker,that's what it said in the youtube video,neutral
hit:5446_conv:10893,utterance,listener,Interesting.  It is a real bullet.,acknowledging
hit:6091_conv:12183,situation,none,booked a cheap hotel for my work trip and its surprisingly upscale and nice,impressed
hit:6091_conv:12183,utterance,speaker,I booked a cheap mystery hotel room on Hotels.com and was pretty happy to find out when I got in that it's a 4 star hotel!,excited
hit:6091_conv:12183,utterance,listener,Its nice to find good deals,acknowledging
hit:6091_conv:12183,utterance,speaker,"I agree, was pleasantly surprised at how nice it is! Really lucked out",acknowledging
hit:6091_conv:12183,utterance,listener,I hope you have fun,encouraging
hit:5804_conv:11609,situation,none,My son's new house is very big and luxurious,impressed
hit:5804_conv:11609,utterance,speaker,I saw my son's new house and its quite big and luxurious!,impressed
hit:5804_conv:11609,utterance,listener,"Good, are you happy for him?",questioning
hit:5804_conv:11609,utterance,speaker,Yes and I am impressed that he can afford it all! Its much more than what I had at that age!,impressed
hit:5804_conv:11609,utterance,listener,"Yes, well children do have to be better than parents, evolution you know.",agreeing
hit:2285_conv:4570,situation,none,I just had the best meal from the tiniest little restaurant.,impressed
hit:2285_conv:4570,utterance,speaker,I just found the sweetest restaurant.,joyful
hit:2285_conv:4570,utterance,listener,That's great! I hope you enjoyed the food..,encouraging
hit:2285_conv:4570,utterance,speaker,IT was great. It a tiny new restaurant in my neighborhood. I don't think any one knows its open yet.,impressed
hit:2285_conv:4570,utterance,listener,Keep it that way. If too many people find out it might ruin the experience.,consoling
hit:2285_conv:4570,utterance,speaker,I know. Its my little secret.,agreeing
hit:3317_conv:6634,situation,none,I love the new Tesla.,impressed
hit:3317_conv:6634,utterance,speaker,I love the new Tesla.,impressed
hit:3317_conv:6634,utterance,listener,I love it too! It's really fancy.,acknowledging
hit:3317_conv:6634,utterance,speaker,"I took it for a test drive, man it is fast.",impressed
hit:3317_conv:6634,utterance,listener,I know right! It's weird how it's faster than a gasoline car.,agreeing
hit:12219_conv:24438,situation,none,The team from my home state went to the LLWS USA championship game!,impressed
hit:12219_conv:24438,utterance,speaker,My home state was represented in the LLWS!,proud
hit:12219_conv:24438,utterance,listener,thats great! what is llws?,questioning
hit:12219_conv:24438,utterance,speaker,Little League World Series,proud
hit:12219_conv:24438,utterance,listener,that's great! my kids played baseball,acknowledging
hit:9957_conv:19915,situation,none,My dog did his first trick today. I was so proud.,impressed
hit:9957_conv:19915,utterance,speaker,My dog performed his first trick today!,proud
hit:9957_conv:19915,utterance,listener,Whoo! What trick was it? How old is he?,questioning
hit:9957_conv:19915,utterance,speaker,He rolled over! He's 2 years old and he is such a smart little pup. I was so proud when he finally did after weeks of training.,proud
hit:9957_conv:19915,utterance,listener,So cute! You must be so proud! You should teach him more tricks!,acknowledging
hit:9957_conv:19915,utterance,speaker,I am! Hopefully he'll learn how to shake here pretty soon.,encouraging
hit:6426_conv:12853,situation,none,My brother just graduated with honors. So proud of him.,impressed
hit:6426_conv:12853,utterance,speaker,My brother just graduated college with honors.,proud
hit:6426_conv:12853,utterance,listener,"wow, thats awesome",acknowledging
hit:6426_conv:12853,utterance,speaker,Yeah I am so proud of him. He worked hard for it.,impressed
hit:6426_conv:12853,utterance,listener,"yah, truly hard work pays",agreeing
hit:1350_conv:2701,situation,none,My daughter is such a good teenager. She works full time and is still going to high school. She makes great grades and is on the National Honor Society. She really amazes me.,impressed
hit:1350_conv:2701,utterance,speaker,My daughter is such a hard worker. She goes to high school and works full time.,proud
hit:1350_conv:2701,utterance,listener,Wow. Can she handle all of that?,questioning
hit:1350_conv:2701,utterance,speaker,She is doing great. She also makes really good grades and is on the National Honor Society.,proud
hit:1350_conv:2701,utterance,listener,Thats awesome. She will do great in college.,acknowledging
hit:4182_conv:8365,situation,none,At age 5 Months my son started to walk,proud
hit:4182_conv:8365,utterance,speaker,I couldnt believe it when my son started walking at 5 months of age,surprised
hit:4182_conv:8365,utterance,listener,"Awesome, sounds like he's ahead of f the curve. You must be proud.",acknowledging
hit:4182_conv:8365,utterance,speaker,I was jumping with joy when it happened,joyful
hit:4182_conv:8365,utterance,listener,Congradulations.,sad
hit:233_conv:466,situation,none,"I was at a talent show and I saw a man playing an entire song by himself, he played the guitar, drums, and sang all at once, it was really crazy to see.",impressed
hit:233_conv:466,utterance,speaker,"Hey, I was at this talent show recently. I saw this guy playing a whole song by himself it was crazy.",impressed
hit:233_conv:466,utterance,listener,What song was it? Did you know it?,questioning
hit:233_conv:466,utterance,speaker,"Yeah it was Ride the Lightning by Metallica, which made it even more impressive because it's a very technical and fast song.",neutral
hit:233_conv:466,utterance,listener,Man that is crazy! Especially that song!,acknowledging
hit:2953_conv:5906,situation,none,I am very amazed about how great the circus was.,impressed
hit:2953_conv:5906,utterance,speaker,I am very amazed about how great the circus was.,impressed
hit:2953_conv:5906,utterance,listener,Oh yeah? I heard the circus had to close recently. What is your favorite part?,questioning
hit:2953_conv:5906,utterance,speaker,The big ending with the elephants.,devastated
hit:2953_conv:5906,utterance,listener,Elephants are pretty cool. I wonder if they actually like peanuts?,acknowledging
hit:2449_conv:4898,situation,none,My son spoke his first word yesterday. I was so proud.,impressed
hit:2449_conv:4898,utterance,speaker,My son spoke his first word yesterday. I was so impressed and proud.,impressed
hit:2449_conv:4898,utterance,listener,Congrats! How old is your son?,wishing
hit:2449_conv:4898,utterance,speaker,He turns 1 this month! He is growing up so fast.,sentimental
hit:2449_conv:4898,utterance,listener,What was his first word?,questioning
hit:6499_conv:12999,situation,none,My girlfriend has been saving money for years. Last month she finally had enough saved up so that she was able to buy a super fancy new car.,impressed
hit:6499_conv:12999,utterance,speaker,My girlfriend has been saving up money for years. Last month she finally bought the fanciest car of her dreams with all of that money.,impressed
hit:6499_conv:12999,utterance,listener,Cool! I'd love to be patient like that,acknowledging
hit:6499_conv:12999,utterance,speaker,Yeah she's very patient and frugal. She really knows what she's doing.,agreeing
hit:6499_conv:12999,utterance,listener,Well done to her. I  hope she enjoys the reward,encouraging
hit:9311_conv:18623,situation,none,I tried a new lasagna recipe and it turned out amazing!,impressed
hit:9311_conv:18623,utterance,speaker,I tried a new lasagna recipe and it turned out amazing!,impressed
hit:9311_conv:18623,utterance,listener,Really! That's awesome! Was there something new in it you don't usually use?,questioning
hit:9311_conv:18623,utterance,speaker,Yeah quote a few ingredients and a littlr e more work but totally worth  it,neutral
hit:9311_conv:18623,utterance,listener,I think lasagna is one of my favorite things to make,sentimental
hit:8333_conv:16666,situation,none,When my daughter ate a food she's never had before for the first time!,impressed
hit:8333_conv:16666,utterance,speaker,My five year old daughter is an extremely picky eater.,annoyed
hit:8333_conv:16666,utterance,listener,What does she like to eat?,questioning
hit:8333_conv:16666,utterance,speaker,"Junk food, mainly. Tonight I'm shocked that we got her to try a piece of pasta salad.",surprised
hit:8333_conv:16666,utterance,listener,Well that is step in the right direction at least,acknowledging
hit:8972_conv:17945,situation,none,I just saw the Acropolis when I was on vacation and it was amazing. Everyone should see it!,impressed
hit:8972_conv:17945,utterance,speaker,I saw the Acropolis when I was on vacation. It was pretty cool!,impressed
hit:8972_conv:17945,utterance,listener,Cool! Did you go to Greece for vacation?,questioning
hit:8972_conv:17945,utterance,speaker,Yeah you should definitly go if you get a chance. It was really great!,agreeing
hit:8972_conv:17945,utterance,listener,"Sounds awesome, I've never been to Europe",acknowledging
hit:8544_conv:17088,situation,none,I passed all my classes last semester with all A's I couldnt believe I was capable of that.,impressed
hit:8544_conv:17088,utterance,speaker,I made all A's in my classes last semester. I did not think I was capable of that.,impressed
hit:8544_conv:17088,utterance,listener,"Wow, great job friend, that is no easy feat!",acknowledging
hit:8544_conv:17088,utterance,speaker,It has really inspired me to do well in my new semester.,proud
hit:8544_conv:17088,utterance,listener,"Good, use it as a catapault, that is a great idea!",acknowledging
hit:2647_conv:5295,situation,none,I am pleased with my children's score,proud
hit:2647_conv:5295,utterance,speaker,I am pleased with my children's score at school,proud
hit:2647_conv:5295,utterance,listener,Thats always a good thing.  Did you give them a fun reward?,questioning
hit:2647_conv:5295,utterance,speaker,I bought them new cloths and we are all going to Disney World  this weekend,excited
hit:2647_conv:5295,utterance,listener,Thats so cool..  I live in Orlando.. I'll wave to you guys!,acknowledging
hit:4967_conv:9935,situation,none,My daughter is a National Honor Society student. She will be a senior this year and I am so proud of her. She amazes me more and more every day.,impressed
hit:4967_conv:9935,utterance,speaker,My daughter is going to be a senior in high school this year. She is a National Honor Society student. This is such a huge accomplishment.,proud
hit:4967_conv:9935,utterance,listener,That is very impressive! my brother in law is starting his senior year as well,impressed
hit:4967_conv:9935,utterance,speaker,I am so proud of her and can't wait to see what the future holds for her. I'm sure it will be great things.,hopeful
hit:4967_conv:9935,utterance,listener,"Certainly, does she have a college in mind?",questioning
hit:3928_conv:7857,situation,none,it was impressive when the lakers signed lebron,impressed
hit:3928_conv:7857,utterance,speaker,it was impressive when the lakers signed lebron,impressed
hit:3928_conv:7857,utterance,listener,Yes that was an exciting moment for him and for the team as well!,agreeing
hit:3928_conv:7857,utterance,speaker,me too .. i hope they stomp the warriors,agreeing
hit:3928_conv:7857,utterance,listener,"I have a feeling that with Lebron on their team, they are going to do just that.",trusting
hit:247_conv:495,situation,none,I am impress by the fact that Croatia is in the world cup final.,impressed
hit:247_conv:495,utterance,speaker,I am impress by the Croatian team.They beat England and got to the world cup final.,impressed
hit:247_conv:495,utterance,listener,Wow I did not know that!,neutral
hit:247_conv:495,utterance,speaker,It was a huge upset.The England team was the favorite.,devastated
hit:247_conv:495,utterance,listener,Oh no. Were you upset as well?,questioning
hit:247_conv:495,utterance,speaker,No.I do not care about England.,faithful
hit:7092_conv:14184,situation,none,I really was taken back by how good Metallica was in concert.,impressed
hit:7092_conv:14184,utterance,speaker,I was really taken back by how good Metallica was in concert.,impressed
hit:7092_conv:14184,utterance,listener,Really?  I've always wanted to see them!  When did you go,questioning
hit:7092_conv:14184,utterance,speaker,I went this summer. They rocked out.,surprised
hit:7092_conv:14184,utterance,listener,Awesome!  So glad they're still rocking after all these years!,acknowledging
hit:9596_conv:19193,situation,none,I went to my nephews basketball game and he was the highest scorer on the team. I had no idea he was that good.,impressed
hit:9596_conv:19193,utterance,speaker,I went to my nephews basketball game and he was the highest scorer on the team. I had no idea he was that good.,impressed
hit:9596_conv:19193,utterance,listener,That sounds exciting!,acknowledging
hit:9596_conv:19193,utterance,speaker,He was so good. He really blew me away with his skill. He reminded me of Lebron James.,impressed
hit:9596_conv:19193,utterance,listener,How old is your nephew?,questioning
hit:652_conv:1305,situation,none,My friend looks a lot less strong than he actually is. I totally thought that he would have trouble curling a 35 lb dumbbell but he did it quite a few times! I am really proud of his gains!,impressed
hit:652_conv:1305,utterance,speaker,My friend really is stronger than he looks. I thought he would have issues curling 35 lbs but he did it pretty easily.,impressed
hit:652_conv:1305,utterance,listener,That's amazing! I wish I could lift that much.,impressed
hit:652_conv:1305,utterance,speaker,"I'm getting there myself, I can curl about 30 lbs. I'm pretty proud of his gains though.",impressed
hit:652_conv:1305,utterance,listener,You'll get there in no time. I believe in you.,faithful
hit:1436_conv:2872,situation,none,"My friend works, goes to school full-time and takes care of his sick mom.",impressed
