Dialog_ID,Type,Actor,Text,Label
hit:5038_conv:10076,utterance,listener,"Not literally of course, lol. Good for her, I am sure she will do fine!",trusting
hit:5038_conv:10076,utterance,speaker,Yeah I sure hope not literally... Otherwise she has some explaining to do.,encouraging
hit:3422_conv:6844,situation,none,I got a promotion at work.,proud
hit:3422_conv:6844,utterance,speaker,So I got a big promotion at work. My hard work paid off!,proud
hit:3422_conv:6844,utterance,listener,I am happy for you,proud
hit:3422_conv:6844,utterance,speaker,"Thanks, I am really proud of myself and will celebrate now.",proud
hit:3422_conv:6844,utterance,listener,That sounds fun,acknowledging
hit:10898_conv:21796,situation,none,My brother was addicted to drugs for ten years . This year he went to rehab and has had 7 months sober send drug free. Everyone doubted he would clean his act up but I new he could do it.,proud
hit:10898_conv:21796,utterance,speaker,Have you ever had a family member everyone else doubted all the time.,questioning
hit:10898_conv:21796,utterance,listener,"Sometimes I'm worried that I'm that family member, but I'm not sure what to do to make them have confidence in me.",anxious
hit:10898_conv:21796,utterance,speaker,M y brother was addicted to drugs for ten years biut this years he cleanded his act up and has been sober for 7 months. I knew he could do it.,impressed
hit:10898_conv:21796,utterance,listener,I'm happy that your brother is in sobriety now. I hope his life recovers.,hopeful
hit:6207_conv:12414,situation,none,I was able to get my finances under control and have paid off some debts.,proud
hit:6207_conv:12414,utterance,speaker,I was able to get my finances under control and have paid off some debts. A huge undertaking but I was determined!,proud
hit:6207_conv:12414,utterance,listener,That's awesome. Definitely a burden lifted off your shoulders!,acknowledging
hit:6207_conv:12414,utterance,speaker,"It has been, I feel free!",joyful
hit:6207_conv:12414,utterance,listener,I still have quite a few student loans to pay.,guilty
hit:900_conv:1800,situation,none,a situation where I felt proud is when i was able to graduate from college,proud
hit:900_conv:1800,utterance,speaker,hi,wishing
hit:900_conv:1800,utterance,listener,"You should read the instructions before you start.. You need to work off the prompts.. But hello,",neutral
hit:900_conv:1800,utterance,speaker,did you go ot college,questioning
hit:900_conv:1800,utterance,listener,"Yes. I did go to college, but I did not complete it.",ashamed
hit:900_conv:1800,utterance,speaker,I went to college a couple of years ago and graduated overall it was a good experience for me,content
hit:4132_conv:8265,situation,none,My son has been cleaning up after himself without being asked!,proud
hit:4132_conv:8265,utterance,speaker,"My son has been cleaning up after himself without being asked, it's been such a joy to see him take initiative!",proud
hit:4132_conv:8265,utterance,listener,wow i wish i could get my kids to do that. congrats,neutral
hit:4132_conv:8265,utterance,speaker,"It's been a long time coming, that's for sure.",anticipating
hit:4132_conv:8265,utterance,listener,well it seems like he is starting out to become a productive person in life,acknowledging
hit:4132_conv:8265,utterance,speaker,I'm excited to see what he becomes!,anticipating
hit:4520_conv:9040,situation,none,One of my friends seemed like one of the last people to get a girlfriend in the friend group. Instead he turned out to be one of the first.,proud
hit:4520_conv:9040,utterance,speaker,One of my friends just got a girlfriend and it was really surprising that he would get one before the rest of us.,surprised
hit:4520_conv:9040,utterance,listener,Why were you surprised? Is he shy?,questioning
hit:4520_conv:9040,utterance,speaker,He's pretty shy and also because he is just not great with women overall.,neutral
hit:4520_conv:9040,utterance,listener,Some girls like a certain type. Or maybe it was written in the stars.,suggesting
hit:5407_conv:10815,situation,none,when i got the job i always wanted,proud
hit:5407_conv:10815,utterance,speaker,I got one of the jobs I have been wanting for years.,proud
hit:5407_conv:10815,utterance,listener,"That is great I am so happy for you, what industry are you in?",questioning
hit:5407_conv:10815,utterance,speaker,I do sales work! Not the best but pays the bills!,proud
hit:5407_conv:10815,utterance,listener,"Thats all that matters, and your happiness",acknowledging
hit:4744_conv:9489,situation,none,"My niece made the cheerleading squad. It made me so happy to be her aunt, and so happy for her.",proud
hit:4744_conv:9489,utterance,speaker,My niece made the cheerleading squad.,proud
hit:4744_conv:9489,utterance,listener,Congratulations! Thats awesome!,wishing
hit:4744_conv:9489,utterance,speaker,Thank you! It made me so happy to be her aunt!,joyful
hit:4744_conv:9489,utterance,listener,I bet! I would be the same If i had a niece,encouraging
hit:12285_conv:24571,situation,none,"Spent a lot of my saturday organizing and cleaning my room. There's no better feeling that knowing you accomplished an errand you were supposed to do, and getting to enjoy clean space after your hard work.",proud
hit:12285_conv:24571,utterance,speaker,"Spent a lot of my saturday organizing and cleaning my room. There's no better feeling that knowing you accomplished an errand you were supposed to do, and getting to enjoy clean space after your hard work.",proud
hit:12285_conv:24571,utterance,listener,"That's wonderful! You're right, it is so rewarding to stand back and see everything clean once you are done.",agreeing
hit:12285_conv:24571,utterance,speaker,"Yeah, it's kind of a shame my roommate isn't the cleanest. So, when I bother to clean the other areas of the apartment, it kind of goes to waste. But at least I can kind of keep up my own little domain and use it as a retreat from the rest of the place.",neutral
hit:12285_conv:24571,utterance,listener,"Right, that's something you can at least have full control over. Your own humble abode.",neutral
hit:7751_conv:15502,situation,none,My daughter just played her first soccer game and did really well.  She did great!,proud
hit:7751_conv:15502,utterance,speaker,My daughter just played her first soccer game and did really well. She did great!,proud
hit:7751_conv:15502,utterance,listener,You must be proud.  Did her team win the game?,questioning
hit:7751_conv:15502,utterance,speaker,"I really was, and yes they did win, 3-1!",neutral
hit:7751_conv:15502,utterance,listener,Impressive.   Is she looking forward to her next game?,questioning
hit:6853_conv:13706,situation,none,My daughter applied for an internship over the summer all on her own and got it!,impressed
hit:6853_conv:13706,utterance,speaker,My 14 year old daughter applied for an internship all m herself for over the summer,impressed
hit:6853_conv:13706,utterance,listener,"Wow, that is impressive, I could not do that at that age",impressed
hit:6853_conv:13706,utterance,speaker,She got it too. She was able to work at the schools summer camp and get a free week of camp herself!,proud
hit:6853_conv:13706,utterance,listener,"Wow, she has a bright future ahead of her if that is the case",acknowledging
hit:6853_conv:13706,utterance,speaker,I hope so!,encouraging
hit:7354_conv:14709,situation,none,My brother is getting married. I am so happy for him,proud
hit:7354_conv:14709,utterance,speaker,My brother is getting married. I am so happy for him,proud
hit:7354_conv:14709,utterance,listener,"Thats awesome, are you in the wedding?",questioning
hit:7354_conv:14709,utterance,speaker,"I am not, I did not want to jinx it",apprehensive
hit:7354_conv:14709,utterance,listener,"Well, atleast you will be happy for him and there.",neutral
hit:2566_conv:5133,situation,none,I remember the first time I brought home a report card with all A's on it. I never felt more proud.,proud
hit:2566_conv:5133,utterance,speaker,"You ever get all A's back in highschool? I remember the first time I did, the looks on my parents faces.",proud
hit:2566_conv:5133,utterance,listener,"Wow, you must have done lots of reading then? i dont get As all the time",questioning
hit:2566_conv:5133,utterance,speaker,"Yeah, it was a lot of hardwork but it was worth it to blow away my teachers and family.",neutral
hit:2566_conv:5133,utterance,listener,thats great. They now have confidence in you,acknowledging
hit:3773_conv:7547,situation,none,"My oldest daughter was in her school's running club, and nothing beat the feeling of watching her win her first race.",proud
hit:3773_conv:7547,utterance,speaker,"My oldest daughter was in a running club at her school, and she won her very first race.",proud
hit:3773_conv:7547,utterance,listener,That's awesome! How far did she have to run?,questioning
hit:3773_conv:7547,utterance,speaker,"It was only a mile, but that's not bad for a 5th grader.  Still, she did excellent, and a lot better than the other kids.",impressed
hit:3773_conv:7547,utterance,listener,I definately can't run a mile. She did great.,impressed
hit:8271_conv:16543,situation,none,I just started learning to rock climb at a local indoor climbing facility near me and finally got to the top of the tallest wall!,proud
hit:8271_conv:16543,utterance,speaker,I just started learning to rock climb at a local indoor climbing facility near me and finally got to the top of the tallest wall!,proud
hit:8271_conv:16543,utterance,listener,"Wow, thats so cool! I wish i could rock climb.",acknowledging
hit:8271_conv:16543,utterance,speaker,I have struggled with chronic pain for over 13 years and almost died from my autoimmune condition.  I decided I would fight and work my way to do things I would never do.  This was one of them.,faithful
hit:8271_conv:16543,utterance,listener,I can understand that. I have MS so I'm no stranger to autoimmune diseases.,acknowledging
hit:3099_conv:6199,situation,none,My son finished 6th grade on the honor roll.,proud
hit:3099_conv:6199,utterance,speaker,I'm so proud of my son who just finished 6th grade.,proud
hit:3099_conv:6199,utterance,listener,"Wow! 6th grade, that's amazing. Are you planning on celebrating?",questioning
hit:3099_conv:6199,utterance,speaker,He finished on the A honor roll. We actually went to Dave and Buster's today.,proud
hit:3099_conv:6199,utterance,listener,Fun! He must be really passionate about learning,acknowledging
hit:3099_conv:6199,utterance,speaker,Yes he really does enjoy. He's always telling me about stuff he's learned.,agreeing
hit:3099_conv:6199,utterance,listener,"That's really special, and a great attitude to have",acknowledging
hit:3099_conv:6199,utterance,speaker,Yeah he does pretty well. He's a good kid.,acknowledging
hit:3099_conv:6199,utterance,listener,Looks like the future is bright for him,hopeful
hit:7104_conv:14209,situation,none,My son took his first steps.,proud
hit:7104_conv:14209,utterance,speaker,My son took his first steps.,proud
hit:7104_conv:14209,utterance,listener,thats so cool.,acknowledging
hit:7104_conv:14209,utterance,speaker,"Yes, I got it on video also.",neutral
hit:7104_conv:14209,utterance,listener,"thats great, happy for you",acknowledging
hit:5340_conv:10681,situation,none,when my daughter graduated,proud
hit:5340_conv:10681,utterance,speaker,"My daughter graduated over the summer, and I felt a sense of accomplishment for her.",proud
hit:5340_conv:10681,utterance,listener,Oh that's great. Is she going to  collge?,questioning
hit:5340_conv:10681,utterance,speaker,Yes she is starting up in a few weeks! :),excited
hit:5340_conv:10681,utterance,listener,What does she want to do?,questioning
hit:1401_conv:2803,situation,none,I scored really high on my SATs. I should be able to get into the college I want to go to. I am so happy with my score.,proud
hit:1401_conv:2803,utterance,speaker,I worked really hard at studying for the SAT. I just got my scores back and I scored really high. It made my parents happy.,proud
hit:1401_conv:2803,utterance,listener,Wonderful! Congratulations! What are you going in too college for?,wishing
hit:1401_conv:2803,utterance,speaker,Im going to study Finance. It just goes to show that if you put your mind to it you can achieve anything.,confident
hit:1401_conv:2803,utterance,listener,You sure can! Hard work is required to get something of value.,neutral
hit:1152_conv:2304,situation,none,"My son scored ""Advanced"" in every subject on his SAT test. It made me feel very proud.",proud
hit:1152_conv:2304,utterance,speaker,"My son recently scored ""Advanced"" in every subject on his LEAP test in third grade. I'm so proud of him.",proud
hit:1152_conv:2304,utterance,listener,That's awesome! Gotta take credit for those genes haha,acknowledging
hit:1152_conv:2304,utterance,speaker,"I joke with my wife and say he got those genes from me! But of course, she knows I think she's smart too.",embarrassed
hit:1152_conv:2304,utterance,listener,haha that's cool...always good to have the best of both worlds,acknowledging
hit:1152_conv:2304,utterance,speaker,"I'm just hoping he can continue with the good grades as he progresses up. I have confidence in him, though.",hopeful
hit:3840_conv:7681,situation,none,I just got a new job and have been making enough to pay bills. Feels nice not to go add more debt.,proud
hit:3840_conv:7681,utterance,speaker,I just got a new job and have been making enough to pay bills. Feels nice not to go add more debt,proud
hit:3840_conv:7681,utterance,listener,The feeling of financial freedom is one that is hard to match.,joyful
hit:3840_conv:7681,utterance,speaker,It definitely is. I'm working hard to get it and hopefully won't have to worry about it again some time in my life.,agreeing
hit:3840_conv:7681,utterance,listener,I personally struggle with that every day.,agreeing
hit:980_conv:1961,situation,none,that i made a nice meal. from homemade,proud
hit:980_conv:1961,utterance,speaker,I made an authentic peruvian dish the other day. it was awesome!,proud
hit:980_conv:1961,utterance,listener,I love peruvian food! What did you make?,questioning
hit:980_conv:1961,utterance,speaker,I made lomo saltado ( i hope i spelled that right lol ) it turned out great. i love south american food,proud
hit:980_conv:1961,utterance,listener,That green sauce with the cilantro and the jalepenos is the best! What is lomo?,questioning
hit:980_conv:1961,utterance,speaker,"Its steak strips, with ajis onions peppers tomatoes.. almost like a stir fry but better!",neutral
hit:980_conv:1961,utterance,listener,"Yum! I have all the ingredients for the chicken, I might make that now instead of the bbq chicken, thanks for the idea.",joyful
hit:1431_conv:2863,situation,none,"I never liked exercising, but I've finally got to exercising for a good month straight.",proud
hit:1431_conv:2863,utterance,speaker,"I never liked exercising, but I've finally got to exercising for a good month straight",proud
hit:1431_conv:2863,utterance,listener,"That's great!  I've been meaning to, but haven't had the time.",acknowledging
hit:1431_conv:2863,utterance,speaker,"Yea, me too. I just had to make time and feel a lot better for it.",agreeing
hit:1431_conv:2863,utterance,listener,Have you lost any weight over ht epast month?,questioning
hit:9991_conv:19982,situation,none,My son said his first word today. I was filled with pride.,proud
hit:9991_conv:19982,utterance,speaker,My son said his first word today!,proud
hit:9991_conv:19982,utterance,listener,Awesome!!! What was the word?,questioning
hit:9991_conv:19982,utterance,speaker,"It was ""Donald Trump""! I couldn't believe my liberal ears!",surprised
hit:9991_conv:19982,utterance,listener,"Holy cow!  Why didn't he say Bernie Sanders ""match me""!?",questioning
hit:3999_conv:7999,situation,none,I was kind of happy with myself tonight. I ate really healthy,proud
hit:3999_conv:7999,utterance,speaker,I was happy with myself tonight. I ate really healthy,proud
hit:3999_conv:7999,utterance,listener,"That's great! It's hard to do that sometimes, especially on the weekends!",acknowledging
hit:3999_conv:7999,utterance,speaker,Yeah it really is,agreeing
hit:3999_conv:7999,utterance,listener,I'm proud of you for sticking to it!,impressed
hit:4322_conv:8644,situation,none,My grandson took his first steps the other day. Can you believe it?,proud
hit:4322_conv:8644,utterance,speaker,My grandson took his first steps the other day. Can you believe it?,proud
hit:4322_conv:8644,utterance,listener,Oh that is fantastic!!!  I bet you're proud of him!,acknowledging
hit:4322_conv:8644,utterance,speaker,"Yes, I caught it on video. I plan to let him see it when he gets older.",proud
hit:4322_conv:8644,utterance,listener,That's pretty cool!  You sound like an awesome grandparent! :D,acknowledging
hit:9123_conv:18246,situation,none,I just got my grades back and I got an A this semester in everything.,proud
hit:9123_conv:18246,utterance,speaker,I just got my grades in from last semester and I got an A in every class!,proud
hit:9123_conv:18246,utterance,listener,You must be a great student!,acknowledging
hit:9123_conv:18246,utterance,speaker,Thanks! I really tried my hardest this last time.,neutral
hit:9123_conv:18246,utterance,listener,I wish you more success in your education.,wishing
hit:12197_conv:24395,situation,none,My son struggled all through school with his grades. This year he will graduating and going off to college.,proud
hit:12197_conv:24395,utterance,speaker,My son struggled all through school with his grades.,proud
hit:12197_conv:24395,utterance,listener,That's unfortuante. I bet he is good now,encouraging
hit:12197_conv:24395,utterance,speaker,He is. He will be graduating this year and going off to college.,proud
hit:12197_conv:24395,utterance,listener,What university or college?,questioning
hit:5775_conv:11550,situation,none,I was proud of a pizza I made yesterday,proud
hit:5775_conv:11550,utterance,speaker,I made a great pizza last night,proud
hit:5775_conv:11550,utterance,listener,how did it come out?,questioning
hit:5775_conv:11550,utterance,speaker,Amazing!,acknowledging
hit:5775_conv:11550,utterance,listener,what did you put on it?,questioning
hit:5775_conv:11550,utterance,speaker,Just cheese and tomato. 3 different cheeses.,neutral
hit:11732_conv:23465,situation,none,My son just took his first steps to start walking.,proud
hit:11732_conv:23465,utterance,speaker,My son just started to take his first steps.,proud
hit:11732_conv:23465,utterance,listener,Wow! That's amazing. I remember when mine started. It's off to the races soon!,nostalgic
hit:11732_conv:23465,utterance,speaker,"That is the truth, we will be chasing him soon.",neutral
hit:11732_conv:23465,utterance,listener,Two words of advice... baby gates :),agreeing
hit:5220_conv:10441,situation,none,"My friend is a single mom, works full-time and goes to school fulltime.",proud
hit:5220_conv:10441,utterance,speaker,"My friend is a single mom, works full-time and goes to school fulltime.",proud
hit:5220_conv:10441,utterance,listener,She seems work hard,acknowledging
hit:5220_conv:10441,utterance,speaker,"She is a hard worker. Her husband passed away suddenly, and she's working hard to support the family.",proud
hit:5220_conv:10441,utterance,listener,That is sad,sad
hit:11220_conv:22440,situation,none,My son graduated first in the class from his Army recruiting school. He has been in the army for 5 years now.,proud
hit:11220_conv:22440,utterance,speaker,My son is in the Army and recently he graduated first in the class from recruiting school at Ft. Knox.,proud
hit:11220_conv:22440,utterance,listener,"That is awesome! I am so proud of your son, you should be proud as well.",acknowledging
hit:11220_conv:22440,utterance,speaker,"Yes, I am. He was such a slacker in high school, but now he is thriving.",proud
hit:11220_conv:22440,utterance,listener,I can just imagine how you feel. It is so nice when our kids make us proud.,proud
hit:670_conv:1340,situation,none,I just finished my first 5K,proud
hit:670_conv:1340,utterance,speaker,I can't believe I just finished my first running race!,surprised
hit:670_conv:1340,utterance,listener,"Well done, you must be very proud of yourself.",acknowledging
hit:670_conv:1340,utterance,speaker,"Yes, I am.  About 3 months ago I couldn't run for a minute.",confident
hit:670_conv:1340,utterance,listener,"Well done, great job.",wishing
hit:7925_conv:15851,situation,none,My first and only child just graduated from high school. He is now off to college to to great things!,proud
hit:7925_conv:15851,utterance,speaker,My only child just graduated high school.,proud
hit:7925_conv:15851,utterance,listener,Oh wow I bet you were really proud?,questioning
hit:7925_conv:15851,utterance,speaker,Yes I was! And now he is off to college to do great things!,proud
hit:7925_conv:15851,utterance,listener,I'm sure he will! Best of luck to him!,wishing
hit:13_conv:27,situation,none,I felt proud when I had accomplished a dream that I wanted to do for a long time.,proud
hit:13_conv:27,utterance,speaker,I felt proud when I had accomplished a dream that I wanted to do for a long time. It was absailing!!,proud
hit:13_conv:27,utterance,listener,"I'm not familiar with abseiling, but I'm glad that you felt good about it.",neutral
hit:13_conv:27,utterance,speaker,"absailing, its when you rappeling down a building. What have you down that amazing?",questioning
hit:13_conv:27,utterance,listener,"Oh, I see. No, I've never done that.",acknowledging
hit:13_conv:27,utterance,speaker,so what have you done?,questioning
hit:3421_conv:6843,situation,none,to best worker,proud
hit:3421_conv:6843,utterance,speaker,how important is your work to you,questioning
hit:3421_conv:6843,utterance,listener,I do love to work,caring
hit:3421_conv:6843,utterance,speaker,great me too,agreeing
hit:3421_conv:6843,utterance,listener,I hope you work hard going forward,encouraging
hit:2273_conv:4546,situation,none,"My son just graduated from high school in the spring. It was a long and tough road, but he made it.",proud
hit:2273_conv:4546,utterance,speaker,My just graduated from high school in the spring.,proud
hit:2273_conv:4546,utterance,listener,Congrats! You must be excited to start your career.,wishing
hit:2273_conv:4546,utterance,speaker,"Yes I am! It was a long and tough road, but it's finally over!",excited
hit:2273_conv:4546,utterance,listener,I'm glad you stayed the course. There are a lot of big opportunities in store for you.,hopeful
hit:9800_conv:19601,situation,none,"When I lost 20 pounds, I was very happy of my achievement.",proud
hit:9800_conv:19601,utterance,speaker,"When I lost 20 pounds, I was very happy of my achievement.",proud
hit:9800_conv:19601,utterance,listener,"I bet, that is a great achievment! Loosing weight is hard! Keeping it off is even harder.",encouraging
hit:9800_conv:19601,utterance,speaker,"Yes, I know. It is very difficult for me to keep it off. I am trying very hard.",agreeing
