Dialog_ID,Type,Actor,Text
hit:6866_conv:13733,utterance,listener,I actually started to understand where he was coming from...in a sick kind of way.
hit:8101_conv:16202,situation,none,I've been exercising consistently for 3 months now. Been feeling so much better.
hit:8101_conv:16202,utterance,speaker,I've been exercising consistently for 3 months now. Been feeling so much better
hit:8101_conv:16202,utterance,listener,For what purpose you do this
hit:8101_conv:16202,utterance,speaker,"I want to be healthier! And look better, too."
hit:8101_conv:16202,utterance,listener,How his your health now
hit:11038_conv:22077,situation,none,"i am waiting for my sister to come into town, havent seen her in 6 months."
hit:11038_conv:22077,utterance,speaker,i am waiting for my sister to arrive into town.
hit:11038_conv:22077,utterance,listener,"Ooh, sounds nice, Always good to see the siblings."
hit:11038_conv:22077,utterance,speaker,"yes, we are going to have so much fun, i feel like a kid again when shes in town"
hit:11038_conv:22077,utterance,listener,"Hah, i hope you two have some fun. My sisters visited me a few weeks ago and we had some fun."
hit:11038_conv:22077,utterance,speaker,"yep and we can eat all day, and not count calories. lol"
hit:4629_conv:9258,situation,none,"I am having some issues with my manager. I have the feeling that I getting fired by the end of this week,"
hit:4629_conv:9258,utterance,speaker,"I am having some issues with my manager. I have the feeling that I getting fired by the end of this week,"
hit:4629_conv:9258,utterance,listener,Oh no! That's not good! What's going on?
hit:4629_conv:9258,utterance,speaker,I have the feeling that he doesn't like me. So he is trying his best to create problem with me and to point finger to me when there is a problem.
hit:4629_conv:9258,utterance,listener,That's not a good environment to be in. Maybe you can find something else quickly.
hit:3843_conv:7687,situation,none,It was three days before my 21st birthday.
hit:3843_conv:7687,utterance,speaker,"My 21st birthday was in three day,  I could hardly sit still."
hit:3843_conv:7687,utterance,listener,Happy Early Birthday! What are your plans?
hit:3843_conv:7687,utterance,speaker,"DRINK DRINK DRINK,  hopefully not too much.  I like to be in control."
hit:3843_conv:7687,utterance,listener,"Oh man, I've seen many a newly 21 year old get drunk."
hit:4883_conv:9767,situation,none,my new purse purchase!
hit:4883_conv:9767,utterance,speaker,I cant wait to go shopping. I really need a new purse.
hit:4883_conv:9767,utterance,listener,Where do you like to get your purses?
hit:4883_conv:9767,utterance,speaker,"Wherever they are the cheapest, but still of nice quality! I like a good deal."
hit:4883_conv:9767,utterance,listener,You sound like a smart and informed shopper.
hit:4883_conv:9767,utterance,speaker,Best way to be!
hit:4883_conv:9767,utterance,listener,You can use the left over money on so many other things!
hit:4333_conv:8667,situation,none,I can't wait to see the new James Bond movie.
hit:4333_conv:8667,utterance,speaker,I can't wait to see the new James Bond movie.
hit:4333_conv:8667,utterance,listener,it looks like it's going to be good!
hit:4333_conv:8667,utterance,speaker,"Yes, I have really enjoyed the last few ones."
hit:4333_conv:8667,utterance,listener,Me too... those are my favorite type of movies
hit:975_conv:1951,situation,none,"When playing video games, I always worry and think about if i can win or not."
hit:975_conv:1951,utterance,speaker,"I play video games, and I always expect to win."
hit:975_conv:1951,utterance,listener,"I expect that too, but it is not always the case."
hit:975_conv:1951,utterance,speaker,I just have to think ahead and make sure it's something that I achieve.
hit:975_conv:1951,utterance,listener,"Yes, you do. You can do it!"
hit:975_conv:1951,utterance,speaker,That is what I tell my self every time I try.
hit:11624_conv:23248,situation,none,Waiting for my test back from my math teacher. I think I scored well.
hit:11624_conv:23248,utterance,speaker,I'm nervous about this test I did.
hit:11624_conv:23248,utterance,listener,Don't be nervous. I am sure you did alright. It is normal to think that but most of the time it is all in the head.
hit:11624_conv:23248,utterance,speaker,I studied pretty hard so I'm hoping for a great mark.
hit:11624_conv:23248,utterance,listener,"Oh good, then there is nothing you should be worried about then. :) Go relax and distract your mind on something else. All will work out my friend."
hit:11896_conv:23793,situation,none,When tax season came I was in a hurry to get mine done. I was looking forward to a big refund.
hit:11896_conv:23793,utterance,speaker,When tax season came I was in a hurry to get mine done. I was looking forward to a big refund.
hit:11896_conv:23793,utterance,listener,really? why is that?
hit:11896_conv:23793,utterance,speaker,I tricked myself into saving by over paying on purpose.
hit:11896_conv:23793,utterance,listener,wow! that is next level smartness and thinking! good job
hit:11716_conv:23433,situation,none,I can't wait til Red Dead Redemption 2 comes out!  The first one was my favorite video game of all time!
hit:11716_conv:23433,utterance,speaker,I can't wait til Red Dead Redemption 2 comes out! The first one was my favorite video game of all time!
hit:11716_conv:23433,utterance,listener,"that's right, it is supposed to come out  soon, I bet you will enjoy it very much"
hit:11716_conv:23433,utterance,speaker,"Yeah, from the trailers it looks awesome, I'll be playing it a ton."
hit:11716_conv:23433,utterance,listener,"sound like it must be killing you on waiting for the release, before you know it. you'll be playing it a ton"
hit:1423_conv:2846,situation,none,Got a call that I won the weekend trip to New York. I've never been!
hit:1423_conv:2846,utterance,speaker,Got a call that I won the weekend trip to New York. I've never been!
hit:1423_conv:2846,utterance,listener,"Great, are you taking anyone with you?"
hit:1423_conv:2846,utterance,speaker,"Yea, I'm taking my mom."
hit:1423_conv:2846,utterance,listener,That should be a very fun trip for you.
hit:7196_conv:14392,situation,none,I am hoping to have  anew job by the end of next week
hit:7196_conv:14392,utterance,speaker,I am hoping to get a new job next week
hit:7196_conv:14392,utterance,listener,"You must have felt hopeful, where did you apply?"
hit:7196_conv:14392,utterance,speaker,Last week
hit:7196_conv:14392,utterance,listener,"I see, I think you will get the job"
hit:3370_conv:6741,situation,none,I cant wait to go on my end of summer trip
hit:3370_conv:6741,utterance,speaker,I cant wait to go on my end of summer trip in texas.
hit:3370_conv:6741,utterance,listener,Sounds like fun. What you got planned ?
hit:3370_conv:6741,utterance,speaker,not really sure but im excited to just be invited
hit:3370_conv:6741,utterance,listener,Got any family out there? Cousins perhaps
hit:7339_conv:14678,situation,none,Looking forward to getting my cats a new cat tree tomorrow! It is a warehouse deal so I am hoping it is in good shape! It was one I have been watching for awhile and the price finally dropped to my ideal.
hit:7339_conv:14678,utterance,speaker,Looking forward to getting my cats a new cat tree tomorrow! It is a warehouse deal so I am hoping it is in good shape!
hit:7339_conv:14678,utterance,listener,I hope the cat likes it
hit:7339_conv:14678,utterance,speaker,Oh they are happy with anything. Animals are usually grateful beings :) It was one I have been watching for awhile and the price finally dropped to my ideal
hit:7339_conv:14678,utterance,listener,"That is great, I am glad you got it"
hit:10717_conv:21435,situation,none,I just finished my final exams and have been constantly checking my phone to see if the marks have been uploaded.
hit:10717_conv:21435,utterance,speaker,I just finished my final exams and have been constantly checking my phone to see if the marks have been uploaded.
hit:10717_conv:21435,utterance,listener,"Oh, Do you think you did well?"
hit:10717_conv:21435,utterance,speaker,"I hope so, I am very eager to get my marks back."
hit:10717_conv:21435,utterance,listener,Wishing you all the best!!
hit:10717_conv:21435,utterance,speaker,Thanks a lot!
hit:357_conv:714,situation,none,My vacation is coming up in a month. I've worked nonstop for 9 months.
hit:357_conv:714,utterance,speaker,My vacation is coming up in a month. I've worked nonstop for 9 months.
hit:357_conv:714,utterance,listener,"Wow, I'll bet you're ready for a vacation. Are you going anywhere special?"
hit:357_conv:714,utterance,speaker,Just going up north to Canada. Trying a new change of scene.
hit:357_conv:714,utterance,listener,That should be awesome. Do you know anyone in Canada?
hit:10242_conv:20485,situation,none,I was on the edge of my seat watching the local election results. I was hoping my candidate would win.
hit:10242_conv:20485,utterance,speaker,I was on the edge of my seat watching the local election results. I was hoping my candidate would win.
hit:10242_conv:20485,utterance,listener,where you disappointed?
hit:10242_conv:20485,utterance,speaker,No I was quite happy with the results. But the waiting for the results was so nerve wracking.
hit:10242_conv:20485,utterance,listener,I remember the same thing. And the joy that followed for the next moth was pure bliss
hit:11322_conv:22645,situation,none,I have a big presentation at work
hit:11322_conv:22645,utterance,speaker,I have this huge presentation at work tomorrow and if the investors like my idea I can land 3 big accounts for my company.
hit:11322_conv:22645,utterance,listener,"That is very exciting, I bet you are nervous for your presentation. A lot is riding on it."
hit:11322_conv:22645,utterance,speaker,"Yes, I am so nervous. I have no idea what to wear and I'm scared I won't sleep tonight at all."
hit:11322_conv:22645,utterance,listener,It is normal to feel nervous when working on something so important. I try to remember that it will soon be over. That helps me sleep.
hit:11322_conv:22645,utterance,speaker,I have a feeling I'll be counting lots of sheep tonight.
hit:5890_conv:11781,situation,none,I am really looking forward to going to the cinema this weekend with my mates.
hit:5890_conv:11781,utterance,speaker,I am looking forward to going to the cinema this upcoming weekend.
hit:5890_conv:11781,utterance,listener,"That sounds like fun, what kind of movie will you see?"
hit:5890_conv:11781,utterance,speaker,"I believe it is a shark attack movie, so kind of a thriller."
hit:5890_conv:11781,utterance,listener,"Nice, I love those. I have seen a preview for a shark attack movie that is coming out. I think called Meg, I hope to see that sometime"
hit:5890_conv:11781,utterance,speaker,Oh yes that is the movie I think. I love them too. Should be fun.
hit:5228_conv:10456,situation,none,I'm stoked for when I get my big break.  Don't know when it's coming and I know I'll probably have to put up with a bunch of crap. But I'm willing to go through whatever I was put on this Earth to reach the pinnacle of success in this life
hit:5228_conv:10456,utterance,speaker,"I'm looking forward to my big break.  Don't know when it is but I know it'll be in this life because I've been at ground zero and am willing to go through more hell just to reach the decadent, prestigious pinnacle of material success in this lifetime and nothing can stop me"
hit:5228_conv:10456,utterance,listener,Sounds like a goal to me. Good luck!
hit:5228_conv:10456,utterance,speaker,Thanks for you support.
hit:5228_conv:10456,utterance,listener,You're welcome. Goals is what makes life matters sometimes.
hit:5245_conv:10490,situation,none,"I'm texting 2 girls right now, one 18 and one 24 both smart and super attractive.  I'm curious to see who I'll end up dating first"
hit:5245_conv:10490,utterance,speaker,I'm curious to see which out of these 2 girls I'm texting I'll end up dating first...one 18 and one 24 both super smart and attractive
hit:5245_conv:10490,utterance,listener,Date them both? Then pick which one you like the most.
hit:5245_conv:10490,utterance,speaker,Thanks I was planning on that lol...I'm saying I wonder who'll bite first
hit:5245_conv:10490,utterance,listener,you should bite first and take them both home!
hit:1394_conv:2789,situation,none,I hate going to the dentist. I have an appointment coming up and I don't want to go. I have a tooth that has been hurting me for awhile and I have already put it off.
hit:1394_conv:2789,utterance,speaker,I have a dentist appointment next week. I hate going to the dentist. I don't want to go.
hit:1394_conv:2789,utterance,listener,I went through that for like 5 years.  Ended up finally going and they've made a lot of advances in comfort since I last went before that.
hit:1394_conv:2789,utterance,speaker,I have a tooth that has been bothering me and I've already put this off for so long.
hit:1394_conv:2789,utterance,listener,"Yeah, you should definitely bite the bullet (metaphorically).  It'll only get worse from here if you don't do anything, and it probably won't be as bad as you worry."
hit:11923_conv:23846,situation,none,The time I waited to see if I got accepted in to school. I was so excited.
hit:11923_conv:23846,utterance,speaker,Just waiting for the letter had me so excited.
hit:11923_conv:23846,utterance,listener,what letter? please share this experience with me
hit:11923_conv:23846,utterance,speaker,My schools acceptance letter to my program I wanted to join.
hit:11923_conv:23846,utterance,listener,"oh wow! that is such good news! i am so happy for you, what are you going to study there?"
hit:3843_conv:7686,situation,none,I'm going to try out for our local kickball team. I'm looking forward to get some exercise and make new friends.
hit:3843_conv:7686,utterance,speaker,I'm going to try out for our local kickball team. I'm looking forward to get some exercise and make new friends
hit:3843_conv:7686,utterance,listener,Yes sports can be a great way to socialize and also stay in good shape.
hit:3843_conv:7686,utterance,speaker,"If I don't get on the team, I'll just try for another."
hit:3843_conv:7686,utterance,listener,Thats the spirit! I bet you do great.  what sports do you play?
hit:11158_conv:22317,situation,none,"I'm eagerly awaiting another festive season,especially the black friday"
hit:11158_conv:22317,utterance,speaker,"I'm eagerly awaiting another festive season,especially the black friday""."
hit:11158_conv:22317,utterance,listener,I stay home on black Friday. Too many people for me.
hit:11158_conv:22317,utterance,speaker,I'm awaiting shopping spree
hit:11158_conv:22317,utterance,listener,I'm sure you will have fun.
hit:7060_conv:14121,situation,none,Going to Florida soon!
hit:7060_conv:14121,utterance,speaker,I can't wait for next month
hit:7060_conv:14121,utterance,listener,What is going to happen in September?
hit:7060_conv:14121,utterance,speaker,We're taking my nephew to Panama City!
hit:7060_conv:14121,utterance,listener,Wow! I bet he will love that.
hit:7060_conv:14121,utterance,speaker,Yeah he can't wait!  That's all he talks about lol
hit:7060_conv:14121,utterance,listener,That is great that you are going to take him. He will always remember it.
hit:7060_conv:14121,utterance,speaker,Yeah it's his first time seeing a beach too!  So thrilled!
hit:4531_conv:9062,situation,none,i cant wait to go on my trip next week
hit:4531_conv:9062,utterance,speaker,i cant wait to go on my trip next week
hit:4531_conv:9062,utterance,listener,Oh yea? when is the trip?
hit:4531_conv:9062,utterance,speaker,next week its gonna be great
hit:4531_conv:9062,utterance,listener,I bet you are going with a loved one that's why you are so anxious about the trip
hit:8590_conv:17181,situation,none,I'm excited to start a new project at work
hit:8590_conv:17181,utterance,speaker,I'm excited to start a new project at work
hit:8590_conv:17181,utterance,listener,Cool. Are you in charge?
hit:8590_conv:17181,utterance,speaker,"yeah I have my own team, but I'll need to put in a lot of time"
hit:8590_conv:17181,utterance,listener,Sounds like a lot of work ahead
hit:9101_conv:18202,situation,none,I think the cops are coming to my house tonight.
hit:9101_conv:18202,utterance,speaker,I think the cops are coming to my house tonight.
hit:9101_conv:18202,utterance,listener,Why?
hit:9101_conv:18202,utterance,speaker,A bunch of my friends are police oficers and we are going to play poker when they get off if they get off in time.  I am really looking forward to it.
hit:9101_conv:18202,utterance,listener,"Ah ah, have fun."
hit:5226_conv:10452,situation,none,I'm so ready for the weekend. I'm going camping.
hit:5226_conv:10452,utterance,speaker,I've been working really hard this entire week. I'm ready for the weekend. I'm going on a camping trip!
hit:5226_conv:10452,utterance,listener,That sounds exciting! The hard work will pay off. I've always wanted to camp. Have you done it before?
hit:5226_conv:10452,utterance,speaker,"Yes, I have! I've planned several trips like this."
hit:5226_conv:10452,utterance,listener,"Is it just you, or will others be joining you?"
hit:5226_conv:10452,utterance,speaker,It's just me. I like the solitude.
hit:2763_conv:5526,situation,none,I am getting ready to go on a vacation to China. The anticipation is really exciting but it is also pretty exasperating. There seems like there are a million things I still need to do before I go.
hit:2763_conv:5526,utterance,speaker,Hi! how are you? I'm getting ready to go on a vacation and am really excited!
hit:2763_conv:5526,utterance,listener,Cool! Where are you going?
hit:2763_conv:5526,utterance,speaker,I'm going to China!
hit:2763_conv:5526,utterance,listener,That's pretty awesome. I have never been that far!
hit:2763_conv:5526,utterance,speaker,"Yeah I really like to take tourist vacations rather than relaxation vacations, how far have you been?"
hit:2763_conv:5526,utterance,listener,Mexico. I went to cozumel once
hit:10569_conv:21139,situation,none,I have been greatly awaiting the start of NFL football season! It is my favorite past time on sundays in the fall.
hit:10569_conv:21139,utterance,speaker,I am so excited for week 1 of the NFL season! Football is my favorite sport.
hit:10569_conv:21139,utterance,listener,I love football too! I even catch a lot of the preseason. This is one of the best times of the year. Who are you rooting for?
hit:10569_conv:21139,utterance,speaker,"My favorite team is the Chicago Bears! Haha, I don't have high expectations though. How about you?"
hit:10569_conv:21139,utterance,listener,I like the ravens and I also don't have high expectations! Haha
hit:7636_conv:15272,situation,none,I am hoping to find a good job
hit:7636_conv:15272,utterance,speaker,I am still looking for a job
hit:7636_conv:15272,utterance,listener,What kind of job are you looking for?
hit:7636_conv:15272,utterance,speaker,Accounting
hit:7636_conv:15272,utterance,listener,Have you applied anywhere?
hit:7636_conv:15272,utterance,speaker,Yes I have been applying
hit:3124_conv:6249,situation,none,I need to buy some clothes for winter. I need a new jacket and boots.
hit:3124_conv:6249,utterance,speaker,I need to buy some clothes for winter. I need a new jacket and boots.
hit:3124_conv:6249,utterance,listener,5
hit:3124_conv:6249,utterance,speaker,Winter come so quickly. So I need to be well prepared in advance.
hit:3124_conv:6249,utterance,listener,We have cold winters but hardly ever any snow. I'm glad too
hit:11660_conv:23321,situation,none,i am thinking the chargers are going to be great! we have a really good roster
hit:11660_conv:23321,utterance,speaker,the chargers are set up for a great season!
hit:11660_conv:23321,utterance,listener,"I agree, are you looking forward to them winning some silverware?"
hit:11660_conv:23321,utterance,speaker,i sure hope so! the roster is good
hit:11660_conv:23321,utterance,listener,"Yep, and I think they will be playing fantastically well. No one stands a chance!"
hit:2950_conv:5901,situation,none,I'm going shopping with my mom tomorrow. I can't wait.
hit:2950_conv:5901,utterance,speaker,I'm going shopping tomorrow! yay
hit:2950_conv:5901,utterance,listener,What are you planning on buying?
hit:2950_conv:5901,utterance,speaker,ACtually Im going with my mom. She always buys whatever I want
hit:2950_conv:5901,utterance,listener,"You self-entitled brat! Just kidding, your mother loves you"
hit:2950_conv:5901,utterance,speaker,Lol. Its very nice. Se knows I can't afford crap lol
hit:9779_conv:19559,situation,none,Can't wait for the weekend
hit:9779_conv:19559,utterance,speaker,Man this weekend is gonna be awesome.  Can't wait!
hit:9779_conv:19559,utterance,listener,what are you gonna do
hit:9779_conv:19559,utterance,speaker,We're taking the kids to the lake!
hit:9779_conv:19559,utterance,listener,oh that sounds nice
hit:9779_conv:19559,utterance,speaker,yeah we haven't been in a while.  Hope we catch some big fish!
hit:8807_conv:17615,situation,none,School starts tomorrow and I can't wait!
hit:8807_conv:17615,utterance,speaker,I'm so excited that school starts tomorrow. I need a break!
hit:8807_conv:17615,utterance,listener,I know right. Mine started yesterday
hit:8807_conv:17615,utterance,speaker,Mine are acting extra bad today for some reason!
hit:8807_conv:17615,utterance,listener,They want you to remember their last summer vacation day with you.
hit:8807_conv:17615,utterance,speaker,Yeah I definitely won't forget!
hit:8807_conv:17615,utterance,listener,I wouldnt dare home school. lol
hit:8807_conv:17615,utterance,speaker,I honestly don't understand the whole concept of homeschool..like why???
hit:8807_conv:17615,utterance,listener,me either. that;s no preparation for the world
hit:7514_conv:15028,situation,none,Me and my partner are expecting our baby to arrive in two month. It will be our first baby
hit:7514_conv:15028,utterance,speaker,My partner and I are expecting our first baby to arrive in two month. I am going to be a dad hopefully
hit:7514_conv:15028,utterance,listener,Yay. thats one of the most exciting things that can happen in life!
hit:7514_conv:15028,utterance,speaker,Indeed. The joy of becoming a parent is overwhelming and I wish for my child to arrive in health and safety
hit:7514_conv:15028,utterance,listener,"Yes and i know they will, and you will lice a very happy life."
hit:697_conv:1395,situation,none,I can't hardly wait for the outcome of Strzok testimony yesterday. It would be interesting to watch for time to come. Criminal investigation coming to conclusion and what to do about Strzok and his evilness.
hit:697_conv:1395,utterance,speaker,I can't hardly wait for the outcome of Congressional inquiry into the Strzok testimony yesterday.
hit:697_conv:1395,utterance,listener,I have no idea what that is.
hit:697_conv:1395,utterance,speaker,Indeed. It would be interesting to watch for time to come. Criminal investigation coming to conclusion and what to do about Strzok and his thug evildoing.
hit:697_conv:1395,utterance,listener,OH. If he is guilty I hope he gets what's coming to him.
hit:10184_conv:20368,situation,none,I wish to be at my friend's birthday tomorrow
hit:10184_conv:20368,utterance,speaker,"I as not invited for unknown reasons,but i wish to be there"
hit:10184_conv:20368,utterance,listener,Where were you not invited to?
hit:10184_conv:20368,utterance,speaker,Its my friend's birthday
hit:10184_conv:20368,utterance,listener,You were not invited?! That's awful. How close are you to your friend?
hit:1837_conv:3675,situation,none,I live everyday expecting to be a better version of myself at that present moment.  That way I can feel closer and closer to living the idea life I want for myself
hit:1837_conv:3675,utterance,speaker,I go to bed every night expecting to wake up a better version of myself than the day before.
hit:1837_conv:3675,utterance,listener,that is a very positive way to think i wish i could think like you
hit:1837_conv:3675,utterance,speaker,"Anybody can do it, it's really easy.  Just gotta count your blessings"
hit:1837_conv:3675,utterance,listener,ill try my best and see where it gets me
hit:6010_conv:12020,situation,none,Each week I look forward to one day and one day only. Fridays are what get us all through the rest of the week
hit:6010_conv:12020,utterance,speaker,Each week I look forward to one day and one day only.
hit:6010_conv:12020,utterance,listener,What day is that?
hit:6010_conv:12020,utterance,speaker,Friday! Fridays are what get us all through the rest of the week
hit:6010_conv:12020,utterance,listener,Yes Fridays are wonderful!
hit:6738_conv:13477,situation,none,School starts next week!  Hooray!  I can't wait to see my youngest start high school!
hit:6738_conv:13477,utterance,speaker,"Summer is almost over, school is starting again soon."
hit:6738_conv:13477,utterance,listener,I feel your pain totally.  I take an online class and I am a teacher at a new school this year
hit:6738_conv:13477,utterance,speaker,My daughter will be a freshman in high school.  I am so stoked about it!!!
hit:6738_conv:13477,utterance,listener,Fun times!  Makes you think back to being in HS.  I am working in a HS this time.
hit:4769_conv:9538,situation,none,I was waiting to see if I had won the contest!
hit:4769_conv:9538,utterance,speaker,I was checking mail everyday to see if I had won the contest
hit:4769_conv:9538,utterance,listener,Any luck yet on that?
hit:4769_conv:9538,utterance,speaker,"Nothing yet, the suspense is killing me!"
hit:4769_conv:9538,utterance,listener,"Well, I wish you luck. Maybe you need a distraction."
hit:6698_conv:13397,situation,none,I'm really excited for dove season that starts next month.
hit:6698_conv:13397,utterance,speaker,I'm really excited for dove season that starts next month
hit:6698_conv:13397,utterance,listener,That sounds fun. What are you most excited about?
hit:6698_conv:13397,utterance,speaker,The dove hunting part.
hit:6698_conv:13397,utterance,listener,I've never been dove hunting. It sounds interesting.
hit:6698_conv:13397,utterance,speaker,"Its fun as far as birt hunting goes.  They're small and fly very fast, as compared to most other birds."
hit:5522_conv:11044,situation,none,I got some BHB salts that are for keto in the mail today and I am VERY intrigued and couldn't wait to try them! I sometimes eat too many carbs or sugar now and again and wanted a way to get back in too ketosis quicker.
hit:5522_conv:11044,utterance,speaker,I got some BHB salts that are for keto in the mail today and I am VERY intrigued and couldn't wait to try them!
hit:5522_conv:11044,utterance,listener,What are they for?
hit:5522_conv:11044,utterance,speaker,I sometimes eat too many carbs or sugar now and again and wanted a way to get back in too ketosis quicker
hit:5522_conv:11044,utterance,listener,"Ah okay, that is good then, I hope they are effective for you!"
hit:5522_conv:11044,utterance,speaker,"It helps you get back into ketosis ""fat burning"" basically. Thanks! I hope so too!"
hit:4666_conv:9333,situation,none,I am looking forward to my paycheck on Friday!  I am expecting a bonus!
hit:4666_conv:9333,utterance,speaker,I am looking forward to my paycheck on Friday!  I am expecting a bonus!
hit:4666_conv:9333,utterance,listener,awesome! extra money is always welcome right! Any special plans with it?
hit:4666_conv:9333,utterance,speaker,"Yeah,  paying off bills and taking my wife out to dinner!"
hit:4666_conv:9333,utterance,listener,so sweet of you and sounds like a lot of fun enjoy!
hit:4666_conv:9333,utterance,speaker,I will!  It will be a welcome windfall!
hit:6155_conv:12311,situation,none,"I cannot wait for the newest Pokemon game, it looks amazing to me!"
hit:6155_conv:12311,utterance,speaker,"I cannot wait for the newest Pokemon game, it looks amazing to me!"
hit:6155_conv:12311,utterance,listener,Those games do seem fun
hit:6155_conv:12311,utterance,speaker,"I cannot wait for the newest Pokemon game, it looks amazing to me!"
hit:6155_conv:12311,utterance,listener,Those games do seem fun
hit:10346_conv:20693,situation,none,Love to cruise.  Have a 14 day coming up.  So looking forward to unplugging for 2 weeks.
hit:10346_conv:20693,utterance,speaker,I have a long cruise coming up
hit:10346_conv:20693,utterance,listener,"Wow,  tell me about it"
hit:10346_conv:20693,utterance,speaker,"It is for 14 days, wish it was longer, but so looking forward to it"
hit:10346_conv:20693,utterance,listener,"That is great,  so happy for you"
hit:2994_conv:5988,situation,none,I can't wait for the fall tv line up. The best shows come on inthe fall
hit:2994_conv:5988,utterance,speaker,The best shows come on in the fall
hit:2994_conv:5988,utterance,listener,What shows are you referring to?
hit:2994_conv:5988,utterance,speaker,I love This is Us. I can't wait until it comes back.
hit:2994_conv:5988,utterance,listener,I'll need to check that out!
hit:2994_conv:5988,utterance,speaker,You should. It's awesom
hit:11980_conv:23961,situation,none,I'm looking forward to next year as I get a raise in feb.
hit:11980_conv:23961,utterance,speaker,I'm getting a raise in feb. I wish it would hurry up and come.
hit:11980_conv:23961,utterance,listener,That is great. Is it a big one?
hit:11980_conv:23961,utterance,speaker,"about 25%, so I'm really wanting it."
hit:11980_conv:23961,utterance,listener,Wow. It is a great raise. Your employer should have impressed by you.
hit:7588_conv:15176,situation,none,I am looking forward to having everyone home next week
hit:7588_conv:15176,utterance,speaker,I am looking forward to having everyone home next week
hit:7588_conv:15176,utterance,listener,Who is everyone?
hit:7588_conv:15176,utterance,speaker,my grand children
hit:7588_conv:15176,utterance,listener,How many grandchildren do you have?
hit:7588_conv:15176,utterance,speaker,10
hit:3018_conv:6036,situation,none,I can't wait to be off work
hit:3018_conv:6036,utterance,speaker,I can't wait to be off work
hit:3018_conv:6036,utterance,listener,Tell me about it! I think about getting off as soon as I walk in!
hit:3018_conv:6036,utterance,speaker,It is so boring.  At least I am getting paid I guess
hit:3018_conv:6036,utterance,listener,"Yeah. A job is better than no job, I suppose."
hit:11036_conv:22073,situation,none,i am currently waiting for my nephew to be born
hit:11036_conv:22073,utterance,speaker,i am currently waiting for my nephew to be born
hit:11036_conv:22073,utterance,listener,oh nice! first one?
hit:11036_conv:22073,utterance,speaker,Yes! i cant wait to spoil the lil guy.
hit:11036_conv:22073,utterance,listener,I bet. Do you have any children of your own?
hit:11036_conv:22073,utterance,speaker,"yes, but they are old. i want a baby..lol"
hit:11036_conv:22073,utterance,listener,so that means extra spoilage :P
hit:11036_conv:22073,utterance,speaker,yes and i can return him after i spoil him
hit:11036_conv:22073,utterance,listener,by spoil do you mean mountain dew?
hit:11469_conv:22938,situation,none,My birthday is coming up and i know my wife is getting me something cool
hit:11469_conv:22938,utterance,speaker,Im excited my birthday is coming up and i know my wife is getting me something good
hit:11469_conv:22938,utterance,listener,That sounds fun.  I'm sure she knows you well enough to get you something that will suit you well.
hit:11469_conv:22938,utterance,speaker,Yeah i think she is getting my a new chair!
