Dialog_ID,Type,Actor,Text
hit:10546_conv:21093,utterance,speaker,we did and i miss the kiddos!  My kids miss it too.  But its for the best!
hit:10055_conv:20111,situation,none,"I don't know where my life is heading, but I feel that God knows the desires of my heart, and he will get me there."
hit:10055_conv:20111,utterance,speaker,"I don't know where my life is heading right now, but I believe that God knows the desires of my heart and he will get me there."
hit:10055_conv:20111,utterance,listener,It's important to have faith that things will work out the way they should! I'm a strong believer in that!
hit:10055_conv:20111,utterance,speaker,"I've gone through a lot of hard times in life, sometimes I feel as though I've had more hard times than a lot of people, and I just feel like I'm going to be blessed."
hit:10055_conv:20111,utterance,listener,Sometimes it's hard when things seem to always go against you. Just remember that God doesn't give us more than we can handle! You'll come out a stronger person in the end. I wish you the best!
hit:8788_conv:17577,situation,none,A man keeps asking me out on a date.
hit:8788_conv:17577,utterance,speaker,"A man keeps asking me out on a date, not understanding that I would never cheat on my husband."
hit:8788_conv:17577,utterance,listener,Ugh! What a dunce! Maybe your husband should tell him. Have you told him strongly? Like..stay away from me creep?
hit:8788_conv:17577,utterance,speaker,"Yes, I have but he is relentless! Whoever taught men to never give up is the devil!"
hit:8788_conv:17577,utterance,listener,Well that would be good for commitment etc..but not good when someone says no about something like this
hit:11157_conv:22314,situation,none,I was invited by a friend to go to a party and I refused
hit:11157_conv:22314,utterance,speaker,I was invited to a party but I refused because I am married and my spouse was not home.
hit:11157_conv:22314,utterance,listener,Is your spouse jealous? Why did you feel you couldn't go?
hit:11157_conv:22314,utterance,speaker,"I would not feel right going without him, we usually go out together."
hit:11157_conv:22314,utterance,listener,"It's a party with lots of people, not a private dinner. I respect and understand your devotion to your husband though."
hit:11157_conv:22314,utterance,speaker,"Yes, I was thinking that if I was on the road working and you went to a party, I guess I would be upset."
hit:1825_conv:3651,situation,none,I knew I could believe in my dad. He assured me he was going to find me a truck
hit:1825_conv:3651,utterance,speaker,I knew my dad could help me find a new truck. I just believed in him
hit:1825_conv:3651,utterance,listener,"Well, it is a good thing you had so much faith in your father."
hit:1825_conv:3651,utterance,speaker,He always came through it seems
hit:1825_conv:3651,utterance,listener,It is good you had someone so reliable in your life.
hit:10980_conv:21960,situation,none,When I was younger and walked into a church for the first time.
hit:10980_conv:21960,utterance,speaker,I wasn't raised in religious household but when I was a teenager I found god.
hit:10980_conv:21960,utterance,listener,That's very inspiring. How has it changed your life?
hit:10980_conv:21960,utterance,speaker,I have found that it is to trust and accept events in life.
hit:10980_conv:21960,utterance,listener,"Yes, I think everything in life happens for a reason and we can't change that. I'm glad you had your breakthrough!"
hit:10980_conv:21960,utterance,speaker,Thank you it has been a revelation.
hit:3735_conv:7471,situation,none,I am hoping to get approved for promotion. I went to church to pray about it.
hit:3735_conv:7471,utterance,speaker,I went to church and everything this week. Maybe I will be blessed in my career!
hit:3735_conv:7471,utterance,listener,I hope that does good things for you. They say if you believe in something enough it comes true.
hit:3735_conv:7471,utterance,speaker,Oh I am a believer then!
hit:3735_conv:7471,utterance,listener,I can't say it has worked for me though. I have believed myself a ruler of the world but still live in this box.
hit:6959_conv:13919,situation,none,"My job is going through a tough time, but I'm going to stick with them."
hit:6959_conv:13919,utterance,speaker,"My job is going through a tough time, but I'm going to stick with them"
hit:6959_conv:13919,utterance,listener,"That is good to hear, it sounds like you are a very loyal employee."
hit:6959_conv:13919,utterance,speaker,"They've been there for me, too. Not many jobs care about their employees."
hit:6959_conv:13919,utterance,listener,"If you find a place that cares for their people, stay with them!"
hit:11446_conv:22893,situation,none,In my first year as major accounts manager there was a shakeup at the company. Even though peoples jobs were not for certain at the time I chose to not accept a job offer from a competitor.  My parents always told me you leave with who you went to the dance with.
hit:11446_conv:22893,utterance,speaker,Due to various internal problems at my job nearly all workers positions will be reassigned.  In spite of this I plan to continue working for this company.
hit:11446_conv:22893,utterance,listener,I am sorry to hear that will you still be needed for your job?
hit:11446_conv:22893,utterance,speaker,"I am hoping that my versatility and ability to pick up on new things quickly will keep me employed. In which position I am not currently sure, but I like the company"
hit:11446_conv:22893,utterance,listener,Thats great I am sure you will achieve success there.
hit:11569_conv:23139,situation,none,One of my friends was telling me to not include my best friend in a movie night.  I told her if I couldn't invite her then I wasn't going to go either.
hit:11569_conv:23139,utterance,speaker,One of my friends was telling me to not include my best friend in a movie night. I told her if I couldn't invite her then I wasn't going to go either.
hit:11569_conv:23139,utterance,listener,You are a good friend.
hit:11569_conv:23139,utterance,speaker,I can't stand when people do that without good reason.  I try to be because people deserve that.
hit:11569_conv:23139,utterance,listener,yes they deserve respect unless they do soemthing cruel.
hit:10116_conv:20232,situation,none,I had a chance to cheat on my girlfriend but I didn't!
hit:10116_conv:20232,utterance,speaker,Man I had a really cute girl hit on me
hit:10116_conv:20232,utterance,listener,"That's always nice, how did you respond?"
hit:10116_conv:20232,utterance,speaker,I told her I had a girlfriend but was flattered
hit:10116_conv:20232,utterance,listener,"That's cool, nothing wrong with being faithful."
hit:1410_conv:2820,situation,none,"My girlfriend is working in another country for 2 years. I'm afraid of the people she'll meet, but I trust her."
hit:1410_conv:2820,utterance,speaker,"My girlfriend is working in another country for 2 years. I'm afraid of the people she'll meet, but I trust her."
hit:1410_conv:2820,utterance,listener,how interesting. What country she is at now?
hit:1410_conv:2820,utterance,speaker,She's in England. I'll be visiting her though whenever I get the chance.
hit:1410_conv:2820,utterance,listener,I think England is a pretty safe country. That will be so much fun when you go there
hit:10718_conv:21436,situation,none,"My wife is truly been trustworthy, she never keep secret from me"
hit:10718_conv:21436,utterance,speaker,"My wife is truly been trustworthy, she never keep secret from me""."
hit:10718_conv:21436,utterance,listener,Have you ever kept secrets from her?
hit:10718_conv:21436,utterance,speaker,We don't do secrets from each other
hit:10718_conv:21436,utterance,listener,It must be nice to be in trusting and safe relationship like that.
hit:3918_conv:7836,situation,none,"While a lot of my coworkers quit to go to a competitor, I'm staying with my company."
hit:3918_conv:7836,utterance,speaker,"While a lot of my coworkers quit to go to a competitor, I'm staying with my company."
hit:3918_conv:7836,utterance,listener,Loyalty is always good
hit:3918_conv:7836,utterance,speaker,"I think so, too. They've been there for me when I needed it as well."
hit:3918_conv:7836,utterance,listener,I am sure they will notice
hit:1584_conv:3168,situation,none,"I'm going to be away from my girlfriend for a year, but she should know that she can trust me."
hit:1584_conv:3168,utterance,speaker,"I'm going to be away from my girlfriend for a year, but she should know that she can trust me."
hit:1584_conv:3168,utterance,listener,Sometimes it is very hard and the jealousy can come out. I hope you have a really strong relationship though.
hit:1584_conv:3168,utterance,speaker,"Thank you. It will definitely test our relationship and hopefully, we come through it."
hit:1584_conv:3168,utterance,listener,I have seen many relationships be destroyed because of time and space. Good luck to you all.
hit:3411_conv:6822,situation,none,I am so very happy with my girlfriend. I want to be with her forever.
hit:3411_conv:6822,utterance,speaker,I am so very happy with my girlfriend. I want to be with her forever.
hit:3411_conv:6822,utterance,listener,yeah me too
hit:3411_conv:6822,utterance,speaker,It is nice to have someone I can rely on to make me a better person.
hit:3411_conv:6822,utterance,listener,yeah its such nice
hit:8180_conv:16361,situation,none,"My friend's wife got into an accident. She can't walk anymore, and he's still with her 20 years later since then."
hit:8180_conv:16361,utterance,speaker,"My friend's wife got into an accident. She can't walk anymore, and he's still with her 20 years later since then."
hit:8180_conv:16361,utterance,listener,thats great of him to stick by her side. you dont see that anymore
hit:8180_conv:16361,utterance,speaker,It sure is rare. Happy to be this guy's friend.
hit:8180_conv:16361,utterance,listener,thats a good story.
hit:6919_conv:13839,situation,none,"cheating is disgraceful to me, i only want my wife shes the best"
hit:6919_conv:13839,utterance,speaker,"cheating on someone, to me, is so disgraceful"
hit:6919_conv:13839,utterance,listener,Yes it is very disgraceful.
hit:6919_conv:13839,utterance,speaker,i just dont see why people dont just end their relationship if they are unhappy
hit:6919_conv:13839,utterance,listener,I know. It is so hurtful to so many involved.
hit:10718_conv:21437,situation,none,"I recently went out with friends to celebrate a friends engagement. My partner was not their and many of my engaged friends other friends were single, drunk and feeling lonely and rejected in the presences of our mutual friends happiness. Several of them made attempts to flirt with me and I was polite in conversation but always put a stop to anything that seemed inappropriate and made it clear I had a partner who I would stand by"
hit:10718_conv:21437,utterance,speaker,I have no intention of cheating on my partner and I hope they know this.
hit:10718_conv:21437,utterance,listener,Its good you made that decision
hit:10718_conv:21437,utterance,speaker,I just hope that they realise that. I would hate for them to ever feel unsure or insecure.
hit:10718_conv:21437,utterance,listener,Who are they you are referring
hit:10718_conv:21437,utterance,speaker,My partner. I hope when I am out that she knows she can trust me
hit:6730_conv:13460,situation,none,"When at a party, a girl tried to kiss me but I was in a relationship already."
hit:6730_conv:13460,utterance,speaker,I had to fend off this girl at a party.
hit:6730_conv:13460,utterance,listener,What was she doing?
hit:6730_conv:13460,utterance,speaker,She tried to kiss me when I already have a girlfriend.
hit:6730_conv:13460,utterance,listener,Ohhh wow.  I hope you were successful!
hit:6730_conv:13460,utterance,speaker,I was I felt so faithful in the moment my girl was proud oto.
hit:3525_conv:7050,situation,none,I have always  been faithful to my girlfiend of almost 3 years
hit:3525_conv:7050,utterance,speaker,I have always been faithful to my girlfiend of almost 3 years
hit:3525_conv:7050,utterance,listener,Hey that's awesome!  Congrats!
hit:3525_conv:7050,utterance,speaker,"Thank you, I wish it was not such a rare thing sometimes"
hit:3525_conv:7050,utterance,listener,I know.  I'm proud of you though.  That takes commitment and courage!
hit:4193_conv:8386,situation,none,I have been faithful to my girlfriend of almost 3 years
hit:4193_conv:8386,utterance,speaker,I have been faithful to my girlfriend of almost 3 years
hit:4193_conv:8386,utterance,listener,"thats great, thats how you should be"
hit:4193_conv:8386,utterance,speaker,"Exactly, I wish it was not such a rare thing these days though"
hit:4193_conv:8386,utterance,listener,yes unfortunately
hit:10692_conv:21385,situation,none,I was at a bachelor party last year.
hit:10692_conv:21385,utterance,speaker,I attended a bachelor party this summer. Things got a little out of hand.
hit:10692_conv:21385,utterance,listener,Oh no! How so?
hit:10692_conv:21385,utterance,speaker,One of my friends hired some entertainment that my girlfriend would not approve of.
hit:10692_conv:21385,utterance,listener,"A stripper, I see. Well what she does not know will not hurt her."
hit:10692_conv:21385,utterance,speaker,That is just it! I was so proud of myself I did not do anything with the entertainment that she would not have approved of.
hit:10175_conv:20350,situation,none,"One time I was on a ride at a theme park and the ride stopped in midair. I was so scared, but I believed that help would arrive and I knew the rescuers would save us. They showed up and we were all good."
hit:10175_conv:20350,utterance,speaker,"Do you like theme park rides? I used to enjoy them a lot, but one time my ride got stuck."
hit:10175_conv:20350,utterance,listener,I think theme park rides are scary! Was it scary when you were stuck?
hit:10175_conv:20350,utterance,speaker,"It really was, I was freaking out, but I also felt confident that we'd be saved. It didn't take too long, maybe 5-10 minutes before they were able to rescue us."
hit:10175_conv:20350,utterance,listener,They are really good about that. They have a lot of safety features you don't even realize. We were stuck on Space Mountain once.
hit:10175_conv:20350,utterance,speaker,"Jeeze, man. I wonder how many other people have gotten stuck on rides before. Is it that common of an occurrence? Well, we're both here to talk about it."
hit:11500_conv:23000,situation,none,"My work laptop just recently crashed. However, I'm certain I will be able to fix it myself instead of waiting weeks and weeks for IT to fix."
hit:11500_conv:23000,utterance,speaker,"So my work issues laptop crashed and won't boot. But, I am hoping I can fix it myself, we all know sending it to IT takes forever!"
hit:11500_conv:23000,utterance,listener,Good luck.  That sounds really frustrating.  Hope everything was backed up.
hit:11500_conv:23000,utterance,speaker,"Thanks. Some data was on the cloud. Just hoping I can ""google"" the fix and be on my merry busy way."
hit:11500_conv:23000,utterance,listener,Sounds like a good plan.  I hope it's simple and you can get it working again.
hit:11500_conv:23000,utterance,speaker,Let's sure hope so.
hit:11500_conv:23000,utterance,listener,Do you have experience fixing computers?
hit:11500_conv:23000,utterance,speaker,"I'm pretty tech savvy, it's just the more on work on that the more actual work I need to do doesn't get done, you know?"
hit:11500_conv:23000,utterance,listener,I hear you.  Technology is supposed to make things simpler.  Not always the case.
hit:8292_conv:16585,situation,none,I knew it was going to be sunny today. I just had a good feeling
hit:8292_conv:16585,utterance,speaker,I knew it was going to be sunny today. I had a good feeling
hit:8292_conv:16585,utterance,listener,A good feeling about the weather?
hit:8292_conv:16585,utterance,speaker,"I did have that, and I was right"
hit:8292_conv:16585,utterance,listener,Oh how neat!  I guess you must have sensed it!
hit:8598_conv:17196,situation,none,I love my husband.  We have been married for 22 yrs.
hit:8598_conv:17196,utterance,speaker,I love my husband. We have been married for 22 yrs.
hit:8598_conv:17196,utterance,listener,Hey that's amazing!!!  You don't see that often these days
hit:8598_conv:17196,utterance,speaker,Well it is my second marriage.. but hey at least its a long one.
hit:8598_conv:17196,utterance,listener,You got that right!  Good job :D   What do you all do these days?  Anything fun?
hit:968_conv:1937,situation,none,I will always be married to my wife.
hit:968_conv:1937,utterance,speaker,My wife and I will always be married to each other.
hit:968_conv:1937,utterance,listener,"Oh, that does not seem very nice."
hit:968_conv:1937,utterance,speaker,That is great news.
hit:968_conv:1937,utterance,listener,"Yes, she and I have a bond that will be unbreakable."
hit:3142_conv:6285,situation,none,"I was married to my wife for thirty years, and even though she has passed I can't bring myself to date anyone else."
hit:3142_conv:6285,utterance,speaker,"I was married to my wife for thirty years, and even though she has passed I can't bring myself to date anyone else."
hit:3142_conv:6285,utterance,listener,"After being married for that long, I really don't blame you. Do you want to move on and find someone else?"
hit:3142_conv:6285,utterance,speaker,"I don't, but my kids keep telling me to try it out.  I just feel like it's cheating and I can't stand the thought of it."
hit:3142_conv:6285,utterance,listener,"Well, if that's how you feel then maybe it is best if you stay in the dugout and don't play the field. No shame in that."
hit:6050_conv:12101,situation,none,"My last relationship, I never cheated on my partner, I was devoted to only them."
hit:6050_conv:12101,utterance,speaker,"My last relationship, I never cheated on my partner."
hit:6050_conv:12101,utterance,listener,"That is good, did they cheat  on you?"
hit:6050_conv:12101,utterance,speaker,Yea they did actually 😒
hit:6050_conv:12101,utterance,listener,"Ouch, that always hurts.  I've been through that, and know that sting.  Hope you find a better partner who cares for you!"
hit:6050_conv:12101,utterance,speaker,"Me too! Same to you, thanks."
hit:11175_conv:22351,situation,none,"When I was little, I believed in God to take care of my family."
hit:11175_conv:22351,utterance,speaker,I remember my grandma being in the hospital a lot when I was little. We were called in quite a few times because she wasn't expected to make it through the night.
hit:11175_conv:22351,utterance,listener,That is extremely sad. That must have been difficult.
hit:11175_conv:22351,utterance,speaker,It was. I would pray each time to God to just let her live a little bit longer. I would put all of my faith in His power to get her through.
hit:11175_conv:22351,utterance,listener,How old were you at the time?
hit:1824_conv:3648,situation,none,knew things were going to be alright for me when I dropped out of college. My dad was there for me a lot
hit:1824_conv:3648,utterance,speaker,My dad was there for me when I dropped out of college. I knew things would be okay because of him
hit:1824_conv:3648,utterance,listener,That is an example of an awesome parent.  It is good to know he has got your back!
hit:1824_conv:3648,utterance,speaker,It was a nice feeling for sure
hit:1824_conv:3648,utterance,listener,I am sure it really helped your self confidence and feelings of worth.
hit:8701_conv:17403,situation,none,I have just started taking care of my grandmother.
hit:8701_conv:17403,utterance,speaker,I have just started taking care of my grandmother.
hit:8701_conv:17403,utterance,listener,That's very admirable of you. It feels like no one takes care of family anymore.
hit:8701_conv:17403,utterance,speaker,She has dementia and I am the last of her family.  I hate seeing her languish in the nursing home she is in.  Hopefully I can get her doing better.
hit:8701_conv:17403,utterance,listener,"I am sure with your care, she will be much better off. I wish you and your family well."
hit:11036_conv:22072,situation,none,My ex girlfriend told me a secret I promised never to tell. I still have told no one
hit:11036_conv:22072,utterance,speaker,My ex girlfriend told me a secret I promised never to tell. I still have told no one
hit:11036_conv:22072,utterance,listener,"really, what is the secret?"
hit:11036_conv:22072,utterance,speaker,She is a lizard person
hit:11036_conv:22072,utterance,listener,"wow, that is some secret."
hit:11036_conv:22072,utterance,speaker,I kid. That would be one hell of a secret though
hit:11036_conv:22072,utterance,listener,"lol, right! she would defintely make world star."
hit:12323_conv:24646,situation,none,"I've been long distance with my girlfriend for about 6 years, mainly because I've been in university for a while. But I graduate this spring, and I'm going to propose to her after the ceremony. She's been patient this entire time, and hopefully it will all pay off."
hit:12323_conv:24646,utterance,speaker,"I've been long distance with my girlfriend for about 6 years, mainly because I've been in university for a while. But I graduate this spring, and I'm going to propose to her after the ceremony. She's been patient this entire time, and hopefully it will all pay off."
hit:12323_conv:24646,utterance,listener,She sounds like a great girl. I am sure it will you sound like a happy couple.
hit:12323_conv:24646,utterance,speaker,"I hope so. I owe a lot to her. She motivated me to get off of my behind and make something of myself and go to school. Before her, I was just an unproductive man-child, playing games at my parent's house. Now I've moved out, work part-time while going to school.. It's time to pay her back."
hit:12323_conv:24646,utterance,listener,"Hell yea you sound like a genuine guy/girl. You know what is important, you will do fine."
hit:11406_conv:22812,situation,none,I love my girlfriend so much. I think im going to marry her.
hit:11406_conv:22812,utterance,speaker,MAN MY GIRLFRIEND IS AWESOME I DON'T KNOW WHO I WOULD BE WITHOUT HER.
hit:11406_conv:22812,utterance,listener,Thats great I have an excellent spouse as well.
hit:11406_conv:22812,utterance,speaker,Sorry about caps lock i didn't realize. And yea i think i'm going to propose here shortly.
hit:11406_conv:22812,utterance,listener,Congratulations and thats OK I do that a lot too.
hit:11406_conv:22812,utterance,speaker,Thanks! I need to make sure i make it an epic propasal. She deserves the best.
hit:10172_conv:20345,situation,none,I made a news years resolution to meditate every day and I have kept it for the most part.
hit:10172_conv:20345,utterance,speaker,I have meditated nearly every day this year. It was my new years resolution.
hit:10172_conv:20345,utterance,listener,Nice! Did it help you become less stressed?
hit:10172_conv:20345,utterance,speaker,Yes! It is surprising how much it has helped me considering how neurotic I can be.
hit:10172_conv:20345,utterance,listener,"Dang, well I hope you can continue your goal of meditating every day!"
hit:11055_conv:22111,situation,none,I have been going to with the same guy for 2 years.
hit:11055_conv:22111,utterance,speaker,I love to go to the movies and spend time with my boyfriend.
hit:11055_conv:22111,utterance,listener,Sounds like a lot of fun.
hit:11055_conv:22111,utterance,speaker,What do you do for fun do you have a significant other?
hit:11055_conv:22111,utterance,listener,I like to go out for dinner.
hit:363_conv:726,situation,none,I've been studying really for my license exam.
hit:363_conv:726,utterance,speaker,I've been studying really for my license exam.
hit:363_conv:726,utterance,listener,"I am sure you will do well, it isnt too hard"
hit:363_conv:726,utterance,speaker,Thank you so much!
hit:363_conv:726,utterance,listener,"No problem, it will be worth it in the end"
hit:2636_conv:5272,situation,none,He that finds  wife finds a good thing!
hit:2636_conv:5272,utterance,speaker,"Never regretted it one bit ,amidst the spate of marital problems these days"
hit:2636_conv:5272,utterance,listener,Good for you. Don't live with regrets. Learn from mistakes and move on.
hit:2636_conv:5272,utterance,speaker,"Sure, I call it synchronizing...."
hit:2636_conv:5272,utterance,listener,That's a weird term to use
hit:12341_conv:24682,situation,none,"Recently, a friend of mine who works for me was offered another job.  He is so vital to our team in our business.  I really did not want him to leave the company.  In the end, he was faithful to our company.  I am thankful for such a good friend."
hit:12341_conv:24682,utterance,speaker,"A friend of mine who works for me (really with me) was recently offered another job for a little more pay.  I was quite nervous on what he would decide.  In fact, he never even mentioned it to me.  I found out through an acquaintance that he had been offered the job."
hit:12341_conv:24682,utterance,listener,I hope you don't feel jealous of your friend. Did he accept the job?
hit:12341_conv:24682,utterance,speaker,"It wasn't so much jealousy.  I just depend on him a lot.  What was funny was that I asked him about it, and he told me, ""I never mentioned it because I never considered it.  We've got too good a thing going here.""  I was amazed at his loyalty."
hit:12341_conv:24682,utterance,listener,Seems like you have a trustworthy friend for life! I hope you cherish this friendship.
hit:12341_conv:24682,utterance,speaker,I most certainly do.  He really is a good friend.  I won't forget that.  I just hope I become as good a friend to him as he has been to me.
hit:10061_conv:20122,situation,none,I recently started seeing a lady and I want to be committed to her to help build a relationship.
hit:10061_conv:20122,utterance,speaker,I recently started seeing a lady and I want to be committed to her to help build our relationship.
hit:10061_conv:20122,utterance,listener,"Oh that sounds nice, have you had trouble in the past staying committed?"
hit:10061_conv:20122,utterance,speaker,"I have made fumbles in the past, but I'm working on self improvement. Also I'm trying to keep an open mind."
hit:10061_conv:20122,utterance,listener,"Well, life isn't a football game, so ""fumbles"" are something that everyone does."
hit:3897_conv:7794,situation,none,"A girl hit on me at an event, but I've got a girlfriend. Not interested."
hit:3897_conv:7794,utterance,speaker,"A girl hit on me at an event, but I've got a girlfriend. Not interested."
hit:3897_conv:7794,utterance,listener,"Thats right,  You have to stay faithful to the one you love."
hit:3897_conv:7794,utterance,speaker,"Yea, I don't understand people who stray when you've already got a good thing."
hit:3897_conv:7794,utterance,listener,"Exactly,  People just want what they cant have.  such a bad human trait."
hit:10548_conv:21097,situation,none,I sent a story that I wrote to a publisher and I will find out soon if they accept it. Its a good story and I am sure they will accept it.
hit:10548_conv:21097,utterance,speaker,I am waiting to hear back about a story I submitted to a publisher.
hit:10548_conv:21097,utterance,listener,Fantastic! Why kind of story is it?
hit:10548_conv:21097,utterance,speaker,A true story about a Christmas miracle. I hope they publish it!
hit:10548_conv:21097,utterance,listener,I see! Have you gotten any other works published?
hit:10548_conv:21097,utterance,speaker,I've had a couple of stories published in anthologies and Ive done guest blogging.
hit:10228_conv:20457,situation,none,I have never cheated on a girlfriend while we were together
hit:10228_conv:20457,utterance,speaker,I have never cheated on a girlfriend
hit:10228_conv:20457,utterance,listener,Good to hear that you keep your word
hit:10228_conv:20457,utterance,speaker,Yes im kinda proud of it
hit:10228_conv:20457,utterance,listener,Keep it up brochacho
hit:7969_conv:15939,situation,none,I've always been a loyal wife and mother.
hit:7969_conv:15939,utterance,speaker,I've always been a loyal member of my family.
hit:7969_conv:15939,utterance,listener,"Thats great, family comes first over everything!"
hit:7969_conv:15939,utterance,speaker,I totally agree. It's the only important thing sometimes.
hit:7969_conv:15939,utterance,listener,"Yep, they're always there for you no matter what"
hit:9894_conv:19789,situation,none,My girlfriend is the only girl at her new job.
hit:9894_conv:19789,utterance,speaker,My girlfriend is the only girl at her new job.
hit:9894_conv:19789,utterance,listener,Oh does she feel weird about that? Where does she work?
hit:9894_conv:19789,utterance,speaker,"She works at a tech company. She was kinda surprised, when she found out."
hit:9894_conv:19789,utterance,listener,"Yeah, hopefully they will hire more women soon"
hit:10052_conv:20104,situation,none,"I couldn't take my pets to where I moved to, so I had to leave them in the care of a friend for now. My friend is very kind but I get worried"
hit:10052_conv:20104,utterance,speaker,"I just had to move, but my landlord couldn't let me bring my pets in. I left them in the care of a friend. Theyre very trusting but I am still worried."
hit:10052_conv:20104,utterance,listener,"That's understandable, no one knows your pets like you do."
hit:10052_conv:20104,utterance,speaker,"Yes I love them so much and I'm going to miss them. It takes a lot for me to put trust in someone like that, I hope it works out!"
hit:10052_conv:20104,utterance,listener,"Yea, at the end of the day I guess all you can do is hope for the best."
hit:10052_conv:20104,utterance,speaker,Thank you for giving me the space to talk!
hit:5649_conv:11299,situation,none,One day my neighbor helped me in a risky situation. So I'm loyal to their family always.
hit:5649_conv:11299,utterance,speaker,I'm loyal to my neighbor family.
hit:5649_conv:11299,utterance,listener,That's good to hear. Have they been there for you in the past?
hit:5649_conv:11299,utterance,speaker,"Yeah, They helped me in the risky situation when I was alone."
hit:5649_conv:11299,utterance,listener,That's so kind of them. I'm glad you're repaying their kindness.
hit:11508_conv:23016,situation,none,i have faith my brother will do alright
hit:11508_conv:23016,utterance,speaker,"My brother recently lived , to start his life over he is finally liking the place , i have faith he will have a good future there"
hit:11508_conv:23016,utterance,listener,Oh that's great. Were you able to help him move?
hit:11508_conv:23016,utterance,speaker,"I was not , he just packed what he could in a bag and left to a different state , he is staying with a good friend of mine ."
hit:11508_conv:23016,utterance,listener,Well at least you were able to introduce him to your friend. I hope everything works out for him!
hit:10221_conv:20442,situation,none,I went out to the bar with my girlfriends recently and there were a lot of men around. I'm happily married and one guy in particular kept trying to buy me drinks. I kept telling him I just wanted to have a good time with my friends but he kept persisting. Eventually he got the hint.
hit:10221_conv:20442,utterance,speaker,I went out to the bar recently with my girlfriends and it was kind of an annoying experience.
hit:10221_conv:20442,utterance,listener,"Oh no, what happened? Did they do or say something?"
hit:10221_conv:20442,utterance,speaker,It's just so frustrating going out when you are in a happily committed relationship and getting hit on. Especially when you tell the men straight up you are involved with someone else!
hit:10221_conv:20442,utterance,listener,"Oh girl, that happens to me all the time too. So frustrating, just leave us alone."
hit:12173_conv:24347,situation,none,My car is very reassuring. I can count on it to take me anywhere I need to go. I am so in love with Toyota.
hit:12173_conv:24347,utterance,speaker,I really enjoy Toyota cars. You can count on them to take care of you for a while!
hit:12173_conv:24347,utterance,listener,"I rented a Corolla once.  It had great responsiveness, was speeding like a mofo"
hit:12173_conv:24347,utterance,speaker,"Right. I have a camry! Its an 2007. I have not had any major problem, that the manufactor has paid to fix! Ive had a corolla also!"
