Dialog_ID,Type,Actor,Text
hit:9808_conv:19616,utterance,speaker,"No, since its my house and they missed it in inspection, there wasn't much I could talk to him about.  It was gross.  Dirt, dust, and gobs of pet hair.  I was breathing it the whole time!"
hit:9808_conv:19616,utterance,listener,"That's awful, my air conditioner is cleaned thankfully."
hit:4883_conv:9766,situation,none,I was riding my bike the other day and passed an armidillo on the side of the road.  There were flies and guts everywhere.
hit:4883_conv:9766,utterance,speaker,"I was riding my bike the other day, and passed all these flies hovering over a mutilated armidillo."
hit:4883_conv:9766,utterance,listener,sounds super gross! i bet you were a mess.
hit:4883_conv:9766,utterance,speaker,Yeah it was pretty nasty.  Problem was I didn't even recognize what it was until I was right on top of it!
hit:4883_conv:9766,utterance,listener,Thats how it usually is then boom fly guts all over your helmet and clothes.
hit:4883_conv:9766,utterance,speaker,Lol exactly!
hit:1787_conv:3574,situation,none,I recently saw someone eat a week old tuna sandwich.  I wanted to throw up.
hit:1787_conv:3574,utterance,speaker,I recently saw someone eat a week old tuna sandwich.
hit:1787_conv:3574,utterance,listener,What?  Was that freezed to have stayed that long?
hit:1787_conv:3574,utterance,speaker,"It was out at room temperature, I wanted to throw up."
hit:1787_conv:3574,utterance,listener,Uhmmnn!  That's awful!
hit:9365_conv:18730,situation,none,"Anyone I hear Hillary Clinton talk, I feel sick to my stomach."
hit:9365_conv:18730,utterance,speaker,"Anytime I hear Hillary Clinton talk, I feel sick to my stomach."
hit:9365_conv:18730,utterance,listener,"Ugh, tell me about it. Her and Trump both make me feel that way."
hit:9365_conv:18730,utterance,speaker,"I love Trump, I could listen to him speak all day."
hit:9365_conv:18730,utterance,listener,"He doesn't really say anything of substance in my opinion. Just vague words. But hey, to each his own!"
hit:3480_conv:6960,situation,none,My dog just threw up.
hit:3480_conv:6960,utterance,speaker,My dog just threw up.
hit:3480_conv:6960,utterance,listener,Oh no. Did it eat something bad?
hit:3480_conv:6960,utterance,speaker,Nothing really it was just stomach acid.  She hasn't eaten since last night.
hit:3480_conv:6960,utterance,listener,I'm sure she is okay. My dog throws up randomly too sometimes.
hit:3480_conv:6960,utterance,speaker,Just a little gross.  I grabbed her in time to get her on to the tile.
hit:12151_conv:24302,situation,none,I saw a guy at the mall wearing a cut off tank top like you used to see in the 80's except he was 400 pounds.
hit:12151_conv:24302,utterance,speaker,I saw a guy at the mall wearing a cut off tank top like you used to see in the 80's except he was 400 pounds.
hit:12151_conv:24302,utterance,listener,Lmao sounds like a confident dude
hit:12151_conv:24302,utterance,speaker,"Yeah, I looked at my wife and said that he must have lost a bet."
hit:12151_conv:24302,utterance,listener,Or he's looking for his soulmate
hit:2519_conv:5038,situation,none,I ate at a restaurant this morning and the Sriracha bottle looked like it was 1000 years old.
hit:2519_conv:5038,utterance,speaker,I ate at a restaurant this morning and the Sriracha bottle looked like it was 1000 years old.
hit:2519_conv:5038,utterance,listener,In a cool antique way or a disgusting way?
hit:2519_conv:5038,utterance,speaker,"Disgusting, that cap was so crusty it was unbelievable. I don't know why they don't replace them montly ugh"
hit:2519_conv:5038,utterance,listener,That is so gross. Did you complain to them?
hit:1504_conv:3008,situation,none,Yesterday I drank water from the lake yesterday because I was so thirsty. It was nasty.
hit:1504_conv:3008,utterance,speaker,I had to drink and shower in the lake yesterday because I lost my job.
hit:1504_conv:3008,utterance,listener,What kind of job
hit:1504_conv:3008,utterance,speaker,"I was CEO of Google. Now, I am a nobody. The water from the lake was so gross."
hit:1504_conv:3008,utterance,listener,I am sorry that happened
hit:9807_conv:19614,situation,none,I tried eggplant once.  Never again!
hit:9807_conv:19614,utterance,speaker,Man I tried something GROSS the other night
hit:9807_conv:19614,utterance,listener,What was it?
hit:9807_conv:19614,utterance,speaker,Eggplant!!  So gross!  Have you ever tried it?
hit:9807_conv:19614,utterance,listener,Yeah and I understand. It's not for everybody!
hit:9807_conv:19614,utterance,speaker,I know!  So mushy and just.......ewwww
hit:2808_conv:5616,situation,none,I felt awful when my I saw a man beating a dog on the sidewalk.  The poor dog was bleeding and I stopped to help him. But it was too late.
hit:2808_conv:5616,utterance,speaker,Hi. I was driving down the road and seen a man beating a dog.
hit:2808_conv:5616,utterance,listener,did you intervene?
hit:2808_conv:5616,utterance,speaker,Yes I pulled over and it was too late. The dog was bleeding bad.
hit:2808_conv:5616,utterance,listener,that is awful
hit:2808_conv:5616,utterance,speaker,I know it was too late... The guy ran off.
hit:11710_conv:23421,situation,none,I saw a documentary on people on death row. It is disturbing some of the sick things people do.
hit:11710_conv:23421,utterance,speaker,"I was watching a documentary on death row, and its disturbing some of the crimes people commit"
hit:11710_conv:23421,utterance,listener,Yea those shows are hard to watch.
hit:11710_conv:23421,utterance,speaker,"They are, i totally agree with the death penalty though"
hit:11710_conv:23421,utterance,listener,Yea I agree. People can commit some really horrific crimes. It is scary.
hit:7678_conv:15357,situation,none,The airplane smelled like it had not been cleaned.
hit:7678_conv:15357,utterance,speaker,The airplane smelled like it had not been cleaned. And I had a 8 hour flight non-stop.
hit:7678_conv:15357,utterance,listener,Oh that sounds awful! What did you do?
hit:7678_conv:15357,utterance,speaker,I just have to suck it up even though I was disgusted and had to hold my nose the entire time!
hit:7678_conv:15357,utterance,listener,"At least once it's over, it's over. I would consider other airlines next time! I would also write a complaint letter."
hit:11718_conv:23436,situation,none,My dog got sick all over the floor. The smell was foul.
hit:11718_conv:23436,utterance,speaker,"Just got back from downstairs, what a gross scene."
hit:11718_conv:23436,utterance,listener,"Wow, what did you see?"
hit:11718_conv:23436,utterance,speaker,My dog getting sick all over the carpet.
hit:11718_conv:23436,utterance,listener,"Ugh, I hope he's alright and it was nothing too bab."
hit:11718_conv:23436,utterance,speaker,I hope so too I'm going to take him to the vet tomorrow to be safe though.
hit:6281_conv:12563,situation,none,Went to put in an order today at the drive thru..and someone stuck their GUM on the speaker...Seriously? Why can't people clean up after themselves. When did society become that entitled?
hit:6281_conv:12563,utterance,speaker,Went to put in an order today at the drive thru..and someone stuck their GUM on the speaker...Seriously?
hit:6281_conv:12563,utterance,listener,What savages! Did you tell the drive through guy?
hit:6281_conv:12563,utterance,speaker,geez- No I forgot about that! I knowthey clean it up all the time though. Why can't people clean up after themselves. When did society become that entitled?
hit:6281_conv:12563,utterance,listener,"I'm not sure, but I'm not liking where society is heading these days."
hit:6281_conv:12563,utterance,speaker,"I feel you! seems like most have reverted to 3 year olds, like they never learned even basic human behavior"
hit:2284_conv:4568,situation,none,My garbage bad broke and spilled all over the bed of my truck.
hit:2284_conv:4568,utterance,speaker,I took the garbage to the dump a couple of days ago. one of the bags broke and spilled all over the bed of my truck.
hit:2284_conv:4568,utterance,listener,"thats awful, did it clean up easily?"
hit:2284_conv:4568,utterance,speaker,"it's left some grease in my truck bed, but other than that it was okay."
hit:2284_conv:4568,utterance,listener,well that's good to hear
hit:10609_conv:21218,situation,none,Someone once illegally used my credit card. They made a few charges on it.
hit:10609_conv:21218,utterance,speaker,Grrr! I just found out someone got my credit card info. They charged a couple of hundreds of dollars on it.
hit:10609_conv:21218,utterance,listener,"oh my gosh, did you actually lose the card?"
hit:10609_conv:21218,utterance,speaker,Nope. :( It's such a pain too. Having to contact the credit card company and get a new card issued.
hit:10609_conv:21218,utterance,listener,It is I have had that happen with 2 of my cards and my debit card. I managed to track down through the charges who used the cards
hit:1008_conv:2017,situation,none,I was disgusted the way the cavs owner treated Lebron during his two stints with the team
hit:1008_conv:2017,utterance,speaker,I was disgusted the way the cavs owner treated Lebron during his two stints with the team
hit:1008_conv:2017,utterance,listener,"Oh, very interesting. I'm not a fan of the owner either. Why do you feel that way, though?"
hit:1008_conv:2017,utterance,speaker,I think owners should be professional because everyone is watching.  You treat your star like that? how do you treat the little average joe on the team.
hit:1008_conv:2017,utterance,listener,"That's a fair point. But Lebron James is different, and probably seeks to try to really control the team he is on, so that can be difficult too"
hit:1597_conv:3195,situation,none,I went for a walk yesterday and stepped in some dog poop.
hit:1597_conv:3195,utterance,speaker,"I went for a walk yesterday and stepped in some dog poop, gross."
hit:1597_conv:3195,utterance,listener,"Lol! The real question is...was the poop fresh or old? I hate that shit, no pun intended"
hit:1597_conv:3195,utterance,speaker,"It was fresh I think, I was wearing flip-flops too."
hit:1597_conv:3195,utterance,listener,"Ewww, did you clean it off?"
hit:9787_conv:19575,situation,none,I left some bread in the fridge and it got all moldy.
hit:9787_conv:19575,utterance,speaker,I left some bread in the fridge too long and it got all moldy
hit:9787_conv:19575,utterance,listener,ewwww did you eat it??
hit:9787_conv:19575,utterance,speaker,Nope! Threw it right out! Was so gross to see.
hit:9787_conv:19575,utterance,listener,haha I bet.  Did it smell too?
hit:9787_conv:19575,utterance,speaker,Smelled awful! lol
hit:9787_conv:19575,utterance,listener,Should have fed it to the birds!!
hit:9787_conv:19575,utterance,speaker,That's a good idea! I'll try that next (if there IS a next time haha).
hit:9787_conv:19575,utterance,listener,haha hopefully not :D
hit:7670_conv:15340,situation,none,The Air BnB people left my house in a mess.
hit:7670_conv:15340,utterance,speaker,he Air BnB people left my house in a mess. There were dirty diapers everywhere.
hit:7670_conv:15340,utterance,listener,"Oh, no I""m sorry to hear that."
hit:7670_conv:15340,utterance,speaker,Its okay. I called the cleaning company because I was so disgusted by the smell.
hit:7670_conv:15340,utterance,listener,I would have done the same thing. Some people have no respect.
hit:10594_conv:21188,situation,none,I was attending an event at my sons school. A child came running toward me and threw up all over the floor!
hit:10594_conv:21188,utterance,speaker,I was at my sons school for an event. A child threw up right in front of me.
hit:10594_conv:21188,utterance,listener,"wow that must be gross, i know it would make me feel like throwing up too"
hit:10594_conv:21188,utterance,speaker,It was. I couldn't get out of there fast enough!
hit:10594_conv:21188,utterance,listener,"don't blame you, but as a parent you must see a lot of gross things coming from kids"
hit:6305_conv:12610,situation,none,"I saw a snake eat a frog, it made me sick."
hit:6305_conv:12610,utterance,speaker,"I saw a snake eat a frog, it made me sick."
hit:6305_conv:12610,utterance,listener,That sounds revolting! What did you do?
hit:6305_conv:12610,utterance,speaker,I tried to help the frog but it was too late.
hit:6305_conv:12610,utterance,listener,Poor frog. May it rest in peace. I will pray for it tonight.
hit:4757_conv:9515,situation,none,"One day I went to make a sandwich, mold was covering the entire loaf of bread"
hit:4757_conv:9515,utterance,speaker,I went to make a sandwich one day and the entire laof of bread was covered in mold!
hit:4757_conv:9515,utterance,listener,ewww! that's gross. I actually made a toast for my son yesterday and when i was about to give it to him i noticed a little bit of mold on the side. i almost threw up
hit:4757_conv:9515,utterance,speaker,I was gagging and had to get some fresh air
hit:4757_conv:9515,utterance,listener,i bet your appetite was ruined!
hit:11784_conv:23569,situation,none,I saw a grown woman pick her nose and eat it earlier.  I was so grossed out.
hit:11784_conv:23569,utterance,speaker,I saw a grown woman pick her nose and eat it earlier.
hit:11784_conv:23569,utterance,listener,"Okay, so I never understood why people ate it. What is it about it that makes them want to do that? I just flicked mine. And I thought it stopped at a child's age. Really interesting."
hit:11784_conv:23569,utterance,speaker,I was so grossed out by it.  I think it has to be a oral fixation or something like that.
hit:11784_conv:23569,utterance,listener,"I've heard of oral fixations before, but only in the context of like chewing fingernails and smoking cigarettes, etc. But I guess if I think about it, a lot of people chew fingernails, and I'm sure that's just as bad bacteria-wise. Maybe the booger eaters are on to something."
hit:11784_conv:23569,utterance,speaker,Maybe it helps build their immune system.
hit:2095_conv:4191,situation,none,"The internet is failing a lot, I feel bad about that."
hit:2095_conv:4191,utterance,speaker,It is uncomfortable for the internet service to fail when I am doing something important on the PC.
hit:2095_conv:4191,utterance,listener,Yeah it sure is. Especially when you are streaming or talking to someone in the moment.
hit:2095_conv:4191,utterance,speaker,"Exactly, it causes a little impotence not knowing how to solve it."
hit:2095_conv:4191,utterance,listener,Completely frustrating. I usually end up calling customer service and complaining until it's fixed if it happens repeatedly.
hit:2095_conv:4191,utterance,speaker,Thank God in most cases they solve it quickly.
hit:1060_conv:2120,situation,none,My new SUV was hit in the parking lot yesterday
hit:1060_conv:2120,utterance,speaker,someone backed into me in the parking lot yesterday because they didnt look in their mirror.
hit:1060_conv:2120,utterance,listener,"oh no, that is unfortunate. are you alright?"
hit:1060_conv:2120,utterance,speaker,"Yes.  The first thing they said when they got out of their car was ""I don't have insurance."""
hit:1060_conv:2120,utterance,listener,"wow, you might just have bad luck"
hit:1060_conv:2120,utterance,speaker,I believe I do because it was the third straight time someone has hit me without insurance.
hit:1060_conv:2120,utterance,listener,i would just take an uber from now on if i were you.
hit:7615_conv:15230,situation,none,I watched a tv show last night where a guy ate a live squid
hit:7615_conv:15230,utterance,speaker,I watched a TV show last night where the presenter ate a live squid
hit:7615_conv:15230,utterance,listener,"oh i heard about this earlier, its still gross and i dont know why they showed that on tv"
hit:7615_conv:15230,utterance,speaker,I know. I've been telling everyone about it!
hit:7615_conv:15230,utterance,listener,keep spreading the word!
hit:7615_conv:15230,utterance,speaker,Don't worry I will
hit:3740_conv:7481,situation,none,i ate a food at a restaurant and could not finish it
hit:3740_conv:7481,utterance,speaker,"I went to a new restaurant last friday and they asked what sauce i would like my food to be cooked with , i said give me the spice dragon thinking it was gonna be hot , it was sweet and tangy i only ate a bit and left the rest there"
hit:3740_conv:7481,utterance,listener,"Oh wow, that's disappointing!"
hit:3740_conv:7481,utterance,speaker,"it really was , i really dont like sweet food at all, i cant even stand candy"
hit:3740_conv:7481,utterance,listener,I'm really sorry to hear that!
hit:2528_conv:5057,situation,none,I went out to dinner at a fancy restaurant with my husband the other night. It was a perfect experience until I had to use the restroom and realized how gross and dirty and smelly it was. It made me lose my appetite.
hit:2528_conv:5057,utterance,speaker,I went out to dinner at a fancy restaurant with my husband the other night.
hit:2528_conv:5057,utterance,listener,What did you eat?
hit:2528_conv:5057,utterance,speaker,"Nothing because I lost my appetite after attempting to use the restrooms and then realizing how dirty, smelly, and gross they were. We had to leave after that."
hit:2528_conv:5057,utterance,listener,Where did you go after you left?
hit:8808_conv:17616,situation,none,"I accidentally stepped in dog poop the other day, ugh."
hit:8808_conv:17616,utterance,speaker,"I accidentally stepped in dog poop the other day, ugh."
hit:8808_conv:17616,utterance,listener,So gross! I've been there. Hopefully not new shoes?
hit:8808_conv:17616,utterance,speaker,"Fortunately not, but I was wearing sandals so I guess it's even worse really"
hit:8808_conv:17616,utterance,listener,Oh geez!!! Was it in your own yard?
hit:3208_conv:6416,situation,none,"There was hair in my soup, and the owner wouldn't take responsibility."
hit:3208_conv:6416,utterance,speaker,"There was hair in my soup, and the owner wouldn't take responsibility."
hit:3208_conv:6416,utterance,listener,Oh gross! What restaurant?
hit:3208_conv:6416,utterance,speaker,It was a nearby pho place. I'm not going there again.
hit:3208_conv:6416,utterance,listener,"I would blast them on social media. That is not good, especially for them not to take responsibility for it."
hit:5447_conv:10894,situation,none,I was on a carnival ride earlier. A young lady in front of me puked all over all the riders!
hit:5447_conv:10894,utterance,speaker,"Hi, I was on a carnival ride and something terrible happened to me!"
hit:5447_conv:10894,utterance,listener,Oh no! What happened?
hit:5447_conv:10894,utterance,speaker,The young person done puked. And it got all over me!
hit:5447_conv:10894,utterance,listener,Oh that is nasty! What did you do?
hit:4523_conv:9046,situation,none,Tasted eggplants.  Ew.
hit:4523_conv:9046,utterance,speaker,I ate eggplant for the first time ever
hit:4523_conv:9046,utterance,listener,How cool! What did you think of it?
hit:4523_conv:9046,utterance,speaker,It was GROSS!!!  I will never eat it again!
hit:4523_conv:9046,utterance,listener,"Wow, hopefully next time it may taste better!"
hit:4523_conv:9046,utterance,speaker,Maybe I just cooked it wrong.  But it was really nasty.  Bleh!
hit:12060_conv:24120,situation,none,I went out to eat at my favorite restaurant last night. There was a hair in my food!
hit:12060_conv:24120,utterance,speaker,I went out to eat at my favorite restaurant last night.
hit:12060_conv:24120,utterance,listener,Where did you go?
hit:12060_conv:24120,utterance,speaker,It was a locally owned Mexican restaurant. I had been craving it so bad and then there was a hair in my burrito! Ughh
hit:12060_conv:24120,utterance,listener,yeah I got to a few places like that
hit:5507_conv:11014,situation,none,I stil have my old computer from the 90s in my basement.
hit:5507_conv:11014,utterance,speaker,I stil have my old computer from the 90s in my basement.
hit:5507_conv:11014,utterance,listener,Does it run well still?
hit:5507_conv:11014,utterance,speaker,haha I don't think it even turns on anymore.
hit:5507_conv:11014,utterance,listener,"Oh, maybe it is worth something to a collector!"
hit:3444_conv:6888,situation,none,I went to a restaurant and I found a hair in my pizza.
hit:3444_conv:6888,utterance,speaker,I went to a restaurant and I found a hair in my pizza. I almost threw up.
hit:3444_conv:6888,utterance,listener,thats gross
hit:3444_conv:6888,utterance,speaker,I called the waitress and the manager for a fund and left the restaurant. I am not going back there anymore.
hit:3444_conv:6888,utterance,listener,yea i wouldnt either
hit:3335_conv:6670,situation,none,I saw someone putting mayo on their ice cream.  It was really nasty looking.
hit:3335_conv:6670,utterance,speaker,I saw someone putting mayo on their ice cream.
hit:3335_conv:6670,utterance,listener,Really? lol
hit:3335_conv:6670,utterance,speaker,It was so nasty to look at.
hit:3335_conv:6670,utterance,listener,It will be
hit:2448_conv:4897,situation,none,I stepped in dried dog poop today on my way to my car. It was so nasty!
hit:2448_conv:4897,utterance,speaker,I stepped in dried dog poop today on my way to my car. It was so nasty!
hit:2448_conv:4897,utterance,listener,"Dang, that is some nasty stuff. Did you take your shoe and shove it in the face of your sworn enemies?"
hit:2448_conv:4897,utterance,speaker,"Haha, maybe next time"
hit:2448_conv:4897,utterance,listener,I guess you shouldn't clean the poop off your shoe then. Save it for when the time comes.
hit:3537_conv:7074,situation,none,I found a spider crawling on my bed.
hit:3537_conv:7074,utterance,speaker,I found a spider crawling on my bed.
hit:3537_conv:7074,utterance,listener,damn.. what did you do?
hit:3537_conv:7074,utterance,speaker,Killed it then took stripped my bed apart to look for his friends.
hit:3537_conv:7074,utterance,listener,haha.. did you find the friends?
hit:3537_conv:7074,utterance,speaker,No. Which probably means they were able to exfiltrate the area. :(
hit:7875_conv:15751,situation,none,I went out to dinner last night with friends.  I found a long black hair in my meal.
