Dialog_ID,Type,Actor,Text
hit:5569_conv:11138,utterance,speaker,I like the feature on snapchat that shows you videos you took a year or two ago.
hit:5569_conv:11138,utterance,listener,"Yeah, that feature is pretty nifty. Makes it so you don't have to keep hardcopy photo albums anymore!"
hit:5569_conv:11138,utterance,speaker,Oh for sure.  Sometimes it gets me though when it shows me videos of my son when he was just a baby.  Really gives me the feels.
hit:5569_conv:11138,utterance,listener,I feel you man. Seeing pictures of my baby son tears me right up.
hit:4703_conv:9406,situation,none,I used to love playing pokemon with my friends what a great game that was as a kid
hit:4703_conv:9406,utterance,speaker,I used to love playing pokemon with my friends what a great game that was as a kid
hit:4703_conv:9406,utterance,listener,Yes it was! I loved collecting the cards. They have pokemon go now
hit:4703_conv:9406,utterance,speaker,"I have played that, I love it, I cannot wait for the new pokemon game for the switch"
hit:4703_conv:9406,utterance,listener,I liked it too it was fun to get out and get walking.
hit:7066_conv:14133,situation,none,I recently watched a full series of an old cartoon I use to watch as a kid. I felt like I was 10 years old again.
hit:7066_conv:14133,utterance,speaker,I watched the first season of one of my favorite childhood shows in only two days just recently.
hit:7066_conv:14133,utterance,listener,"oh well, whats the show. i know for sure you would have enjoyed it again"
hit:7066_conv:14133,utterance,speaker,Dragonball season 1. It made me feel like I was 10 years old again! I can remember being really young and getting excited every time it came on.
hit:7066_conv:14133,utterance,listener,nostalgic isnt it?
hit:7638_conv:15277,situation,none,I remember when money used to be worth something.  Those times are missed.
hit:7638_conv:15277,utterance,speaker,I remember when money used to be worth something.
hit:7638_conv:15277,utterance,listener,That is true
hit:7638_conv:15277,utterance,speaker,Those times are certainly missed.
hit:7638_conv:15277,utterance,listener,I missed those days too
hit:10522_conv:21044,situation,none,I get so bent out of shape sometimes going through old family photo albums. So many people that used to be alive and so many memories that I spent with them. I wish I could go back.
hit:10522_conv:21044,utterance,speaker,I've been flipping through some old photo albums and it chokes me up thinking about simpler times.
hit:10522_conv:21044,utterance,listener,"I understand that, going through those albums can really make you think about how peaceful things used to be."
hit:10522_conv:21044,utterance,speaker,"Yeah, I pay so much attention to these photos, and they evoke all these memories. It brings me down but I guess I just have to keep paying as much attention as possible to those good times."
hit:10522_conv:21044,utterance,listener,"That's the real trick to it, you have to try to move passed all the bad stuff and remember all the good times."
hit:10522_conv:21044,utterance,speaker,"That's true. It takes so much time waiting around for those times to come back, but they won't but they do live on."
hit:460_conv:920,situation,none,I anticipate a summer holiday in Dubai.that last experience was cool
hit:460_conv:920,utterance,speaker,Can't wait for summer time to come
hit:460_conv:920,utterance,listener,It's summer now for me.
hit:460_conv:920,utterance,speaker,"Well  that's cool,talking from the past ...Lol!"
hit:460_conv:920,utterance,listener,"Oh, I see. I felt that way when I was waiting for school to end."
hit:5422_conv:10845,situation,none,"I heard that song ""Somewhere Out There"" and it took me back to my childhood watching ""Fivel Goes West"" with my mom and dad."
hit:5422_conv:10845,utterance,speaker,"I remembered myself as a kid watching ""Fivel Goes West"" with my mom and dad when I heard the song ""Somewhere Out There"" on TV today."
hit:5422_conv:10845,utterance,listener,i have never seen it
hit:5422_conv:10845,utterance,speaker,Too bad.  It's a great movie
hit:5422_conv:10845,utterance,listener,i will check it out then!
hit:3263_conv:6526,situation,none,"I haven't played my flute in years. Picked it up the other day, and I was still able to play my favorite songs."
hit:3263_conv:6526,utterance,speaker,"I haven't played my flute in years. Picked it up the other day, and I was still able to play my favorite songs."
hit:3263_conv:6526,utterance,listener,That is cool.  When did you learn?
hit:3263_conv:6526,utterance,speaker,When I was around 8 years old.
hit:3263_conv:6526,utterance,listener,That is awesome
hit:1371_conv:2743,situation,none,My childhood holiday to disneyworld
hit:1371_conv:2743,utterance,speaker,I had a wonderful holiday to Disney World when I was about 12.
hit:1371_conv:2743,utterance,listener,"that is a perfect time to go, that is when I went as well"
hit:1371_conv:2743,utterance,speaker,Yeah - it felt really magical.
hit:1371_conv:2743,utterance,listener,"It sure did, it was the best vacation I have ever been on"
hit:11308_conv:22616,situation,none,i lost my sisters dog
hit:11308_conv:22616,utterance,speaker,i lost my sisters dog
hit:11308_conv:22616,utterance,listener,Oh no. I hope that's not the end of the story. Did you find it?
hit:11308_conv:22616,utterance,speaker,"no, looked everywhere"
hit:11308_conv:22616,utterance,listener,"That's sad, hopefully it finds its way home."
hit:11308_conv:22616,utterance,speaker,"yes, hopefully he can find his way back home"
hit:3550_conv:7100,situation,none,"I used to love pokemon, thinking back on it puts me in my feelings"
hit:3550_conv:7100,utterance,speaker,"I used to love pokemon, thinking back on it puts me in my feelings"
hit:3550_conv:7100,utterance,listener,Yeah kids have moved on to YuGiYoh and other silly games.
hit:3550_conv:7100,utterance,speaker,"I still like it a good deal, just not as much"
hit:3550_conv:7100,utterance,listener,At least pokemon go is popular now..
hit:2046_conv:4093,situation,none,"Every time I look to my left, I see my 3DS sitting there and I remember all of the Pokemon games I've played. I can remember the first game I ever played, Pokemon Crystal, when I was about 10 years old."
hit:2046_conv:4093,utterance,speaker,I saw my 3DS next to me on my desk and thought about all of the Pokemon games I played as a kid.
hit:2046_conv:4093,utterance,listener,Oh man! I love Pokemon! The first one I ever played was Pokemon Blue.
hit:2046_conv:4093,utterance,speaker,The first game I ever played was Pokemon Crystal. It was actually the first video game I ever owned. I miss those days.
hit:2046_conv:4093,utterance,listener,Those were the good ol' days. Now they have way too many Pokemon. I miss the original 151.
hit:2046_conv:4093,utterance,speaker,"I've kept up with the series and the quality of life changes they make with each generation are so good. The games feel really good right, especially if you played the original."
hit:5038_conv:10077,situation,none,I miss when I lived at home with my parents. My mom always made my favorite meals and read my bedtime stories.
hit:5038_conv:10077,utterance,speaker,I miss the days when I lived at home with my parents. I miss my mom's cooking and reading me bedtimes stories.
hit:5038_conv:10077,utterance,listener,Does it make you feel good to at least think about those times though?
hit:5038_conv:10077,utterance,speaker,Of course. I like to remember when life was so simple. Now life is tough.
hit:5038_conv:10077,utterance,listener,Yeah life comes at you fast.
hit:10425_conv:20851,situation,none,I was thinking about my childhood the other day and feel so lucky. I was raised in a good family and love many old memories I have.
hit:10425_conv:20851,utterance,speaker,I was thinking about my childhood the other day. I came from a pretty good family and life was so nice and simple when you're young.
hit:10425_conv:20851,utterance,listener,"Thats good,it feels good"
hit:10425_conv:20851,utterance,speaker,Yeah. I was going through some old VHS tapes and found some of when I was a kid. I used to love this old dog I had.
hit:10425_conv:20851,utterance,listener,Whats the name of the dog?
hit:3028_conv:6057,situation,none,I miss the time when I was young and I can do a lot of sport.
hit:3028_conv:6057,utterance,speaker,I miss the time when I was young and I can do a lot of sport.
hit:3028_conv:6057,utterance,listener,"I hear you! How old are you? As we get older, all kinds of stuff doesn't work the same"
hit:3028_conv:6057,utterance,speaker,I am 50 years old. I was a sport addict. I was loving that.
hit:3028_conv:6057,utterance,listener,"Try keto and fasting, or find a diet like RAW and you will be amazed at your energy and strength again!"
hit:10901_conv:21803,situation,none,I enjoy reminiscing on the better times in life.
hit:10901_conv:21803,utterance,speaker,I enjoy reminiscing on the better times in life.
hit:10901_conv:21803,utterance,listener,Me too. About friends an d family. Things I got to see and do.
hit:10901_conv:21803,utterance,speaker,Have you ever wondered why some people get put through trials in life?
hit:10901_conv:21803,utterance,listener,Yes. Some more than others. But sometimes I think it's all relative.
hit:9627_conv:19255,situation,none,I walked by my trophy case of super bowl rings with my old buddy the other day.  I could vividly picture throwing all those touchdown passes in the super bowls.
hit:9627_conv:19255,utterance,speaker,"I took a casual stroll with my old teammate down my trophy hall, and we got sidetracked staring at my multiple super bowl championship rings."
hit:9627_conv:19255,utterance,listener,That must have been nostalgic. When did you last pick one up?
hit:9627_conv:19255,utterance,speaker,The early 70's. I could vividly picture throwing all those touchdown passes in the super bowls.
hit:9627_conv:19255,utterance,listener,"What a beautiful game, hey?"
hit:9958_conv:19917,situation,none,"I used to fix cars with my dad, when I was little."
hit:9958_conv:19917,utterance,speaker,"I used to fix cars with my dad, when I was little"
hit:9958_conv:19917,utterance,listener,Fun! You guys got to spend a lot of time together?
hit:9958_conv:19917,utterance,speaker,Yep. We definitely did. I really miss him.
hit:9958_conv:19917,utterance,listener,Did he pass? At least you got to appreciate him and show him your love
hit:1850_conv:3700,situation,none,I was going through my childhood photos
hit:1850_conv:3700,utterance,speaker,I was going through my childhood photo albums the other day.
hit:1850_conv:3700,utterance,listener,did you cry ?
hit:1850_conv:3700,utterance,speaker,"Yes, because I missed so many memories"
hit:1850_conv:3700,utterance,listener,i love the old days as well
hit:8411_conv:16823,situation,none,This time of the year makes me think of the past. Football and my parents are what I think about
hit:8411_conv:16823,utterance,speaker,This time of the year makes me think of the past. I think about football and my parents
hit:8411_conv:16823,utterance,listener,I keep forgetting that football season is right around the corner. Did you play when you were younger?
hit:8411_conv:16823,utterance,speaker,"A little bit, it was mostly just watching games with them I remember"
hit:8411_conv:16823,utterance,listener,Spending time with your parents and watching games can create great memories!
hit:5089_conv:10178,situation,none,"My little brother is about to enter high school in a week. Makes me remember the years I was in it. It wasn't all bad, but it definitely wasn't all good. I wouldn't mind re-living that period for a little bit though."
hit:5089_conv:10178,utterance,speaker,"My little brother is about to enter high school in a week. Makes me remember the years I was in it. It wasn't all bad, but it definitely wasn't all good. I wouldn't mind re-living that period for a little bit though"
hit:5089_conv:10178,utterance,listener,"I get it, I think I'd like to go back and relive the big events. I miss those the most, football games and dances."
hit:5089_conv:10178,utterance,speaker,"I was a nerd and never went to those! But I liked the lack of responsibility, and how easy everything was. Classes weren't too hard for me. And I didn't have much trouble with bullying or any of that. I liked the breezy feeling of it all."
hit:5089_conv:10178,utterance,listener,"Yeah, there wasn't much to worry about except classes and whatever drama was going around at the time!"
hit:6222_conv:12445,situation,none,I was shopping in a department store last month and saw some kids running under the clothes racks playing a game together. It made me think of when me and my little brother did that. I really miss him.
hit:6222_conv:12445,utterance,speaker,I was shopping in a department store last month and saw some kids running under the clothes racks playing a game together. It made me think of when me and my little brother did that. I really miss him.
hit:6222_conv:12445,utterance,listener,where is he?
hit:6222_conv:12445,utterance,speaker,"He is at college in Arizona, Im in Florida. Its expensive to fly him here or vise versa so I only see him maybe twice a year."
hit:6222_conv:12445,utterance,listener,oh .. well at least he is doing something good for himself!
hit:9253_conv:18506,situation,none,When I listen to smashmouth I remember the 90s and Shrek
hit:9253_conv:18506,utterance,speaker,When I listen to smashmouth I remember the 90s and Shrek
hit:9253_conv:18506,utterance,listener,"Hey now, you're an all star! Did you know they wrote that song with the hopes of giving their fans more confidence?"
hit:9253_conv:18506,utterance,speaker,"Oh that's really nice, yeah I love that song when I was young. It was really cute and upbeat"
hit:9253_conv:18506,utterance,listener,"Yeah, they're a great group. Very fun and uplifting."
hit:4279_conv:8559,situation,none,My grandma just died. I really miss here and spending time with her.
hit:4279_conv:8559,utterance,speaker,My gradma has been dead for awhile. I really miss spending time with her.
hit:4279_conv:8559,utterance,listener,Maybe pray and she will hear you.
hit:4279_conv:8559,utterance,speaker,I'm not really religious so I don't think she would hear me.
hit:4279_conv:8559,utterance,listener,Maybe she could if you tried.
hit:8645_conv:17290,situation,none,I was looking at old childhood photos... good memories
hit:8645_conv:17290,utterance,speaker,I was looking at old childhood photos... good memories
hit:8645_conv:17290,utterance,listener,Ah yes!  How did it make you feel?
hit:8645_conv:17290,utterance,speaker,Lot's of happy memories!
hit:8645_conv:17290,utterance,listener,That's awesome!  Did it brighten your day?
hit:1842_conv:3684,situation,none,Those old coca cola ads remind me of my childhood. I tear up just thinking about them.
hit:1842_conv:3684,utterance,speaker,Do you remember those old coca cola christmas ad with the 18 wheeler. They remind me of my childhood.
hit:1842_conv:3684,utterance,listener,I do remember that and I think there is a lot of nostalgia there
hit:1842_conv:3684,utterance,speaker,There sure is. I want to find a model of that truck for my child to play with.
hit:1842_conv:3684,utterance,listener,"I love things that remind me of my childhood, it is even more fun to share it with our kids"
hit:297_conv:594,situation,none,I listened to a song the other day that reminded me of the past. It made me feel odd.
hit:297_conv:594,utterance,speaker,I listened to a song the other day that reminded me of the past.
hit:297_conv:594,utterance,listener,What song was it?
hit:297_conv:594,utterance,speaker,"Glycerine by Bush. It made me feel odd, like I was in the past."
hit:297_conv:594,utterance,listener,"I've never heard of it, is it from the 80's?"
hit:2015_conv:4031,situation,none,I heard my favorite childhood song the other day and it was like a blast from the past!
hit:2015_conv:4031,utterance,speaker,I heard my favorite childhood song the other day!
hit:2015_conv:4031,utterance,listener,Oh yeah? What song is it?
hit:2015_conv:4031,utterance,speaker,"It was an N Sync song. It was like a blast from the past, made me feel strange!"
hit:2015_conv:4031,utterance,listener,"Oh man, just saying that name brings back nostalgia for me!"
hit:7197_conv:14395,situation,none,I saw an old cartoon i used to watch
hit:7197_conv:14395,utterance,speaker,I saw an old cartoon i used to watch
hit:7197_conv:14395,utterance,listener,What cartoon was it?
hit:7197_conv:14395,utterance,speaker,"ren and stimpy, really brought back some memories"
hit:7197_conv:14395,utterance,listener,Oh those were the good old days.
hit:3340_conv:6680,situation,none,We had a 90's themed party today. It was pretty amazing! I miss the 90s.
hit:3340_conv:6680,utterance,speaker,I was born in the late 80s but raised in the 90s. Seeing everyone dressed from the 90s brought back so many memories at the party.
hit:3340_conv:6680,utterance,listener,I am sure it does. It is same for me. I was also raised in the 90s.
hit:3340_conv:6680,utterance,speaker,"The 90's were a great time to be alive. So many memories, good music, good TV shows. The whole atmosphere of the era was awesome."
hit:3340_conv:6680,utterance,listener,Yes it was. I miss that time in my life.
hit:2465_conv:4930,situation,none,I love watching old movies I've seen a long time ago. I notice things I didn't pick up on when I was young. It was like reliving the past.
hit:2465_conv:4930,utterance,speaker,I love watching old movies I've seen a long time ago. I notice things I didn't pick up on when I was young. It was like reliving the past.
hit:2465_conv:4930,utterance,listener,Me too. I do it all the time
hit:2465_conv:4930,utterance,speaker,It was a very nostalgic for sure.
hit:2465_conv:4930,utterance,listener,Im like that with food too
hit:9267_conv:18534,situation,none,watching old classic movies
hit:9267_conv:18534,utterance,speaker,watching old western movies always reminds me of being a kid and staying with my grandparents
hit:9267_conv:18534,utterance,listener,Do you like old western movies
hit:9267_conv:18534,utterance,speaker,i didnt like them too much as a kid. i do now
hit:9267_conv:18534,utterance,listener,"That's ok, I did not know much about it"
hit:5156_conv:10312,situation,none,I remember eating Cracker Jacks as a kid.  Those were the good old days.
hit:5156_conv:10312,utterance,speaker,I remember eating Cracker Jacks as a kid.
hit:5156_conv:10312,utterance,listener,"Oh man, I forgot about Cracker Jacks.  I always looked for the prize"
hit:5156_conv:10312,utterance,speaker,I know right!  Those were the good old days.
hit:5156_conv:10312,utterance,listener,It always makes me think about baseball when I think of Cracker Jacks
hit:5508_conv:11016,situation,none,I kept all of my kids first shoes. I am a sap
hit:5508_conv:11016,utterance,speaker,I kept all of my kids firts pair of shoes
hit:5508_conv:11016,utterance,listener,"I do the same. I kept all of the first outfits for holidays, too!"
hit:5508_conv:11016,utterance,speaker,OMG I have the first Christmas and Halloween outfits. I though I was the only one
hit:5508_conv:11016,utterance,listener,"Nope, I kept everything!"
hit:5325_conv:10650,situation,none,I ran into some old friends the other day and we were all reminiscing about the old days and its been making me relive moments
hit:5325_conv:10650,utterance,speaker,I bumped into some of my old high school friends randomly the other night.  We spent a lot of time talking and catching up
hit:5325_conv:10650,utterance,listener,I bet that was nice
hit:5325_conv:10650,utterance,speaker,yea it was great! but ever since then ive just been thinking about the old times and some people from my past and wondering what they are up to
hit:5325_conv:10650,utterance,listener,I am happy for you
hit:6502_conv:13005,situation,none,I walked by my old friends house.
hit:6502_conv:13005,utterance,speaker,I walked by my old friends house today and got a blast of nostalgia.
hit:6502_conv:13005,utterance,listener,Yeah -  get that sometimes too
hit:6502_conv:13005,utterance,speaker,It feel so good when you remember the days of childhood.
hit:6502_conv:13005,utterance,listener,True
hit:7693_conv:15386,situation,none,I went home to my moms house ( I moved away 13 years ago) and found a box of old photos and reminded me of a much simplier time.
hit:7693_conv:15386,utterance,speaker,Did you enjoy high school?
hit:7693_conv:15386,utterance,listener,"Not particularly. I wasn't my best self at that time. I suppose who really is, though."
hit:7693_conv:15386,utterance,speaker,I loved it. I went to my moms and saw old pictures. I love my life now but just to not have the responbilities.
hit:7693_conv:15386,utterance,listener,At least you had a good experience. I definitely feel you on the responsibilities part!
hit:5844_conv:11689,situation,none,I remember when a Whopper was 99 cents.  Those were the good old days.
hit:5844_conv:11689,utterance,speaker,I remember when a Whopper was 99 cents.
hit:5844_conv:11689,utterance,listener,those were the days!
hit:5844_conv:11689,utterance,speaker,"Yes, those were the good old days!"
hit:5844_conv:11689,utterance,listener,this is true.
hit:4716_conv:9432,situation,none,I remember the good old days when people had face to face interactions
hit:4716_conv:9432,utterance,speaker,People used to be way more sociable.
hit:4716_conv:9432,utterance,listener,"They did.  I've struggled with trying to be more social, I think it makes life more fun."
hit:4716_conv:9432,utterance,speaker,People are face to face anymore. Its kind of sad
hit:4716_conv:9432,utterance,listener,It really is.  Wonder how we can go about changing things.
hit:4716_conv:9432,utterance,speaker,I think the world is too far gone now lol
hit:4581_conv:9163,situation,none,i saw my ex at the mall yesterday.
hit:4581_conv:9163,utterance,speaker,So I was at the mall yesterday and saw my ex having lunch.
hit:4581_conv:9163,utterance,listener,Did you talk to her?
hit:4581_conv:9163,utterance,speaker,Yea and it made me feel so nostalgic when we talked about old memories!
hit:4581_conv:9163,utterance,listener,It is nice that both of you still share good memories.
hit:2915_conv:5831,situation,none,"Every time my best friend comes in town, we go eat at the old restaurant we used to work at together when we met. It has not changed a bit and it's so fun to sit there and talk about fun times. Feels like we went back in time."
hit:2915_conv:5831,utterance,speaker,"Every time my best friend comes back in town, we go eat at the old restaurant that we used to work at when we met."
hit:2915_conv:5831,utterance,listener,I bet that brings back a lot of great memories! Is the food good?
hit:2915_conv:5831,utterance,speaker,It sure does! The food is great and the place hasn't changed a bit. It feels like we went back in time.
hit:2915_conv:5831,utterance,listener,What type of food do they serve?
hit:2839_conv:5678,situation,none,"When I hear a certain song, it reminds me of the past. A certain past that was fun"
hit:2839_conv:5678,utterance,speaker,I get a good feeling of the past when I hear a certain song. It makes me think of the past which was fun
hit:2839_conv:5678,utterance,listener,Mer to
hit:2839_conv:5678,utterance,speaker,Its a nice feeling
hit:2839_conv:5678,utterance,listener,"yes, it it's.It's like a time machine."
hit:9739_conv:19478,situation,none,I downloaded some old Nintendo games last weekend. I havent played some of those games since I was a little kid.
hit:9739_conv:19478,utterance,speaker,I downloaded some old Nintendo games last weekend. I havent played some of those games since I was a little kid.
hit:9739_conv:19478,utterance,listener,"I love Nintendo, I use to play every time."
hit:9739_conv:19478,utterance,speaker,I even remembered some of the levels after all that time. It really brought me back.
hit:9739_conv:19478,utterance,listener,What game did you play?
hit:5394_conv:10789,situation,none,I still get nostalgic when I think about the day my son was born.
hit:5394_conv:10789,utterance,speaker,It was such a great day. He came so quickly! Ready to meet the family!
hit:5394_conv:10789,utterance,listener,Who are you talking about?
hit:5394_conv:10789,utterance,speaker,Two years ago when my son came. I still get nostalgic thinking about it.
hit:5394_conv:10789,utterance,listener,"Oh awesome, yes childbirth is an amazing feeling"
hit:5394_conv:10789,utterance,speaker,Yes! Do you have children?
hit:8683_conv:17367,situation,none,The other day I went to a new toy shop that opened up in town that had slap bracelets and scented gel pens.
hit:8683_conv:17367,utterance,speaker,They opened up this really cool toy store about a block from my house.
hit:8683_conv:17367,utterance,listener,That's pretty neat. Did you buy anything cool?
hit:8683_conv:17367,utterance,speaker,"I got some scented gel pens and a few of those pens where you can change to different ink colors. Also, a few books for my nephew!"
hit:8683_conv:17367,utterance,listener,That's so cool! Sounds like a store you would find in Daiagon Alley!
hit:8683_conv:17367,utterance,speaker,"Yep it was a mix of 90's nostalgia for me, classic toys that you just don't see anymore, and tons of nifty new age toys as well."
hit:4484_conv:8969,situation,none,I was in the grocery store and saw a ton of old foods that I used to love eating like Lil Debbie cakes. It made me really remember the good ol days of being a kid.
hit:4484_conv:8969,utterance,speaker,"I was just in the grocery store and I saw all these foods that I used to eat when I was a kid,"
hit:4484_conv:8969,utterance,listener,Thats so sweet.. felt nostalgic huh?
hit:4484_conv:8969,utterance,speaker,"Oh yeah, definitely. I was yearning for those days."
hit:4484_conv:8969,utterance,listener,We all do.. Such a sweet thing to remember
hit:4443_conv:8886,situation,none,I always look at my old fb pictures. I think it keeps me humble
hit:4443_conv:8886,utterance,speaker,I look at my old facebook photos a lot
hit:4443_conv:8886,utterance,listener,oh yea i bet that brings back a lot of memories
hit:4443_conv:8886,utterance,speaker,"IT does. And no matter how famous i get. I will always reme,ber those times"
hit:4443_conv:8886,utterance,listener,hmmm well thats good for you
hit:4443_conv:8886,utterance,speaker,Thats if I make it lol
hit:3752_conv:7505,situation,none,My nephews came over a few days ago and it reminded me of my childhood.
hit:3752_conv:7505,utterance,speaker,My nephews came over a few days ago and it reminded me of my childhood
hit:3752_conv:7505,utterance,listener,Oh yeah? What specifically did it remind you of?
hit:3752_conv:7505,utterance,speaker,Just being carefree and being so excited about everything.
hit:3752_conv:7505,utterance,listener,That was a good time for me as well. I liked to hang out with my friends and get in trouble.
hit:1218_conv:2437,situation,none,The best radio station play older music. Its so much better.
hit:1218_conv:2437,utterance,speaker,I don't listen to any new music anymore
hit:1218_conv:2437,utterance,listener,There is so much different kinds it can be daunting sometimes on where to find the good stuff.
hit:1218_conv:2437,utterance,speaker,I listen to the same things I listened to in high school and that was 15 years agi
hit:1218_conv:2437,utterance,listener,Oh wow. I would suggest using Spotify and then make a radio playlist on your favorites artists. That is how I find newer but similar music.
hit:1218_conv:2437,utterance,speaker,I do that with Pandora but i hardly ever like anything new
hit:1218_conv:2437,utterance,listener,Sometimes it takes a while to really hone into your preferences.
hit:4330_conv:8661,situation,none,"I found pictures of when I was young, going camping with my grandparents.  Those we such perfect times."
hit:4330_conv:8661,utterance,speaker,"I found pictures of when I was young, going camping with my grandparents. Those we such perfect times."
hit:4330_conv:8661,utterance,listener,I hear you! It's sad yet happy to think of how great it was years ago! I hope we get to keep our good memories when we leave this world
hit:4330_conv:8661,utterance,speaker,"Yes, childhood seems like a dream.  My grandparents took me camping to so many spots and one time it even rained caterpillars from the trees! I do wish I could go back there and do some things again."
hit:4330_conv:8661,utterance,listener,I know right <3. Such a great time when we weren't the adults as well! lol- Paying bills is no fun.
hit:7554_conv:15108,situation,none,When the SNES classic came out
hit:7554_conv:15108,utterance,speaker,I for one was pretty excited when the SNES classic came out not too long ago. It's been ages since I've played those games. Since I was a kid
hit:7554_conv:15108,utterance,listener,"Same here! I haven't picked one up yet, but I loved all the choices they made on it. Some true gems on there."
hit:7554_conv:15108,utterance,speaker,"Right? Plus, they finally released Star Fox 2! I thought that game would never see the light of day."
hit:7554_conv:15108,utterance,listener,Right! I had only played the leaked beta from back in the day. That's the one I am most excited about!
hit:7554_conv:15108,utterance,speaker,"Gotta say, I recommend it. it's like Star Fox but bigger. Also, depending on how you feel about it, you can modify the SNES classic to add more roms."
hit:1135_conv:2271,situation,none,Double Dare coming back has taken me right back to my childhood.
hit:1135_conv:2271,utterance,speaker,Have you heard about Double Dare coming back to tv? I watched it the other night and it took me right back to my childhood!
hit:1135_conv:2271,utterance,listener,No I didn't that's pretty awesome lol...is that the show where celebrities get slimed
hit:1135_conv:2271,utterance,speaker,Sometimes! I think it's more about families competing against each other if I remember correctly.
hit:1135_conv:2271,utterance,listener,That's cool I remember it was a big theme in Nickelodeon. I'd be so embarrassed if I was the losing family...but I'm sure they all got paid so it was worth
hit:2479_conv:4958,situation,none,"I am listening to some music I loved 5 years ago. I feel like traveled back in time, I miss the old days..."
hit:2479_conv:4958,utterance,speaker,"I am listening to some music I loved 5 years ago. I feel like traveled back in time, I miss the old days..."
hit:2479_conv:4958,utterance,listener,That always makes me feel nostalgic too.  What kind of music is it?
hit:2479_conv:4958,utterance,speaker,Electronic Dance Music
hit:2479_conv:4958,utterance,listener,Cool.  What kind of memories does it remind you of back in the day?
hit:9271_conv:18543,situation,none,I remember playing house as a kid.  Those were the good old days.
hit:9271_conv:18543,utterance,speaker,I remember playing house as a kid.
hit:9271_conv:18543,utterance,listener,"Fun, did you play with your siblings?"
hit:9271_conv:18543,utterance,speaker,"Yes, those were the good old days!"
hit:9271_conv:18543,utterance,listener,"Ahh, I don't have any siblings but I bet it was a great time"
hit:3373_conv:6747,situation,none,I saw a picture of an old movie i saw as a kid and i felt a bit sad.
hit:3373_conv:6747,utterance,speaker,I saw a picture of an old movie i saw as a kid and i felt a bit sad when seeing it
